"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
2467,NULL,NULL,"6","2011-07-07 06:45:00",57,0,0,NULL,0,"","2013-01-28 11:42:59.414","2013-01-28 11:42:59.414","5-6-20110707",5,"2011-07-07 08:10:00"
2468,NULL,NULL,"54","2011-07-13 07:00:00",71,0,1,NULL,0,"","2013-01-28 12:09:13.521","2013-01-28 12:09:13.521","5-54-20110713",5,"2011-07-13 10:15:00"
2469,NULL,NULL,"2","2011-08-04 08:15:00",59,0,0,NULL,0,"","2013-01-28 12:32:03.599","2013-01-28 12:32:03.599","5-2-20110804",5,"2011-08-04 09:15:00"
2470,NULL,NULL,"6","2011-08-12 06:50:00",59,0,0,NULL,0,"","2013-01-28 12:52:14.498","2013-01-28 12:52:14.498","5-6-20110812",5,"2011-08-12 08:15:00"
2471,NULL,NULL,"55","2011-08-17 07:45:00",59,0,0,NULL,0,"","2013-01-28 12:58:02.111","2013-01-28 12:58:02.111","5-55-20110817",5,"2011-08-17 09:45:00"
2472,NULL,NULL,"13","2011-08-25 07:10:00",58,0,0,NULL,0,"","2013-01-28 13:27:50.373","2013-01-28 13:27:50.373","5-13-20110825",5,"2011-08-25 08:30:00"
2473,NULL,NULL,"12","2011-08-26 07:10:00",58,0,0,NULL,0,"","2013-01-28 13:42:33.215","2013-01-28 13:42:33.215","5-12-20110826",5,"2011-08-26 08:30:00"
2474,NULL,NULL,"56","2011-08-09 08:15:00",56,0,0,NULL,0,"","2013-01-28 13:59:56.198","2013-01-28 13:59:56.198","5-56-20110809",5,"2011-08-09 10:30:00"
2475,NULL,NULL,"10","2011-08-08 07:50:00",0,0,0,NULL,0,"","2013-01-28 14:09:22.02","2013-01-28 14:09:22.02","5-10-20110808",5,"2011-08-08 09:35:00"
2476,NULL,NULL,"4","2011-08-16 07:30:00",60,54,0,NULL,0,"","2013-01-30 09:03:34.13","2013-01-30 09:03:34.13","5-4-20110816",5,"2011-08-16 09:40:00"
2477,NULL,NULL,"11","2011-08-12 08:30:00",60,0,0,NULL,0,"","2013-01-30 09:42:42.502","2013-01-30 09:42:42.502","5-11-20110812",5,"2011-08-12 10:25:00"
2478,NULL,NULL,"57","2011-08-08 08:00:00",57,0,0,NULL,0,"","2013-01-30 10:08:49.536","2013-01-30 10:08:49.536","5-57-20110808",5,"2011-08-08 09:08:00"
2479,NULL,NULL,"5","2011-08-09 07:20:00",57,0,0,NULL,0,"","2013-01-30 10:57:52.72","2013-01-30 10:57:52.72","5-5-20110809",5,"2011-08-09 09:15:00"
2480,NULL,NULL,"3","2011-08-08 16:05:00",71,54,0,NULL,0,"","2013-01-30 11:23:07.096","2013-01-30 11:23:07.096","5-3-20110808",5,"2011-08-08 18:00:00"
2481,NULL,NULL,"54","2011-08-10 06:30:00",71,0,1,NULL,0,"","2013-01-30 11:46:16.455","2013-01-30 11:46:16.455","5-54-20110810",5,"2011-08-10 09:20:00"
2482,NULL,NULL,"5","2011-09-21 07:45:00",59,0,0,NULL,0,"","2013-01-30 11:57:02.955","2013-01-30 11:57:02.955","5-5-20110921",5,"2011-09-21 08:40:00"
2483,NULL,NULL,"11","2011-09-22 08:05:00",59,0,0,NULL,0,"","2013-01-30 12:21:39.901","2013-01-30 12:21:39.901","5-11-20110922",5,"2011-09-22 09:20:00"
2484,NULL,NULL,"3","2011-09-28 07:45:00",59,0,0,NULL,0,"","2013-01-30 12:35:26.229","2013-01-30 12:46:23.203","5-3-20110928",5,"2011-09-28 09:20:00"
2485,NULL,NULL,"13","2011-09-24 07:30:00",58,0,1,NULL,0,"","2013-01-30 13:02:20.771","2013-01-30 13:02:20.771","5-13-20110924",5,"2011-09-24 08:45:00"
2486,NULL,NULL,"12","2011-09-10 07:45:00",58,0,0,NULL,0,"","2013-01-30 13:15:19.355","2013-01-30 13:15:19.355","5-12-20110910",5,"2011-09-10 09:15:00"
2487,NULL,NULL,"2","2011-09-07 06:50:00",56,0,0,NULL,0,"","2013-01-30 13:33:20.814","2013-01-30 13:33:20.814","5-2-20110907",5,"2011-09-07 08:15:00"
2488,NULL,NULL,"4","2011-09-16 07:15:00",57,0,0,NULL,0,"","2013-01-30 13:46:42.674","2013-01-30 13:46:42.674","5-4-20110916",5,"2011-09-16 09:20:00"
2489,NULL,NULL,"10","2011-09-26 08:45:00",57,0,0,NULL,0,"","2013-01-30 14:19:03.287","2013-01-30 14:19:03.287","5-10-20110926",5,"2011-09-26 09:45:00"
2490,NULL,NULL,"57","2011-09-26 07:40:00",60,0,0,NULL,0,"","2013-01-31 08:59:27.204","2013-01-31 08:59:27.204","5-57-20110926",5,"2011-09-26 09:12:00"
2491,NULL,NULL,"56","2011-09-29 07:55:00",60,0,0,NULL,0,"","2013-01-31 09:04:15.842","2013-01-31 09:04:15.842","5-56-20110929",5,"2011-09-29 09:40:00"
2492,NULL,NULL,"54","2011-09-13 06:30:00",71,0,1,NULL,0,"","2013-01-31 09:16:43.438","2013-01-31 09:16:43.438","5-54-20110913",5,"2011-09-13 09:15:00"
2493,NULL,NULL,"3","2011-10-20 08:10:00",60,0,0,NULL,0,"","2013-01-31 09:48:44.329","2013-01-31 09:48:44.329","5-3-20111020",5,"2011-10-20 10:15:00"
2494,NULL,NULL,"6","2011-10-21 07:55:00",60,54,0,NULL,0,"","2013-01-31 10:40:08.536","2013-01-31 10:40:08.536","5-6-20111021",5,"2011-10-21 10:13:00"
2495,NULL,NULL,"11","2011-10-24 07:55:00",56,0,2,NULL,2,"","2013-01-31 11:00:19.965","2013-01-31 11:00:19.965","5-11-20111024",5,"2011-10-24 09:05:00"
2496,NULL,NULL,"5","2011-10-25 08:40:00",56,0,0,NULL,1,"","2013-01-31 11:29:36.14","2013-01-31 11:29:36.14","5-5-20111025",5,"2011-10-25 09:55:00"
2497,NULL,NULL,"54","2011-10-05 07:00:00",71,0,2,NULL,0,"","2013-01-31 11:40:07.923","2013-01-31 11:40:07.923","5-54-20111005",5,"2011-10-05 08:20:00"
2498,NULL,NULL,"10","2011-10-25 08:30:00",59,0,0,NULL,0,"Hay niebla","2013-01-31 11:44:26.052","2013-01-31 11:44:26.052","5-10-20111025",5,"2011-10-25 09:00:00"
2499,NULL,NULL,"13","2011-10-11 08:15:00",58,0,1,NULL,0,"","2013-01-31 11:51:38.759","2013-01-31 11:51:38.759","5-13-20111011",5,"2011-10-11 09:30:00"
2500,NULL,NULL,"55","2011-10-03 09:00:00",60,0,0,NULL,0,"","2013-01-31 11:55:46.693","2013-01-31 11:55:46.693","5-55-20111003",5,"2011-10-03 10:16:00"
2501,NULL,NULL,"4","2011-10-04 07:50:00",59,0,0,NULL,0,"","2013-01-31 13:23:27.919","2013-01-31 13:23:27.919","5-4-20111004",5,"2011-10-04 09:40:00"
2502,NULL,NULL,"12","2011-10-25 08:30:00",58,0,1,NULL,0,"","2013-01-31 13:36:01.031","2013-01-31 13:36:01.031","5-12-20111025",5,"2011-10-25 10:00:00"
2503,NULL,NULL,"56","2011-10-10 07:40:00",57,0,0,NULL,0,"","2013-01-31 13:40:15.11","2013-01-31 13:40:15.11","5-56-20111010",5,"2011-10-10 08:45:00"
2504,NULL,NULL,"2","2011-10-11 07:55:00",60,0,0,NULL,0,"","2013-01-31 13:51:45.234","2013-01-31 13:51:45.234","5-2-20111011",5,"2011-10-11 10:00:00"
2505,NULL,NULL,"5","2011-11-30 09:10:00",59,0,0,NULL,0,"","2013-02-04 07:56:45.147","2013-02-04 07:56:45.147","5-5-20111130",5,"2011-11-30 10:25:00"
2506,NULL,NULL,"11","2011-11-23 09:40:00",59,0,0,NULL,0,"","2013-02-04 08:05:28.439","2013-02-04 08:05:28.439","5-11-20111123",5,"2011-11-23 10:35:00"
2507,NULL,NULL,"11","2011-05-30 08:25:00",59,0,0,NULL,0,"","2013-02-04 08:18:36.161","2013-02-04 08:18:36.161","5-11-20110530",5,"2011-05-30 09:50:00"
2508,NULL,NULL,"13","2011-11-10 09:30:00",58,0,0,NULL,0,"","2013-02-04 08:27:02.287","2013-02-04 08:27:02.287","5-13-20111110",5,"2011-11-10 11:00:00"
2509,NULL,NULL,"12","2011-11-23 09:00:00",58,0,1,NULL,0,"","2013-02-04 08:43:07.284","2013-02-04 08:43:07.284","5-12-20111123",5,"2011-11-23 10:30:00"
2510,NULL,NULL,"4","2011-11-08 08:56:00",57,54,0,NULL,0,"","2013-02-04 09:02:57.817","2013-02-04 09:02:57.817","5-4-20111108",5,"2011-11-08 11:06:00"
2511,NULL,NULL,"57","2011-11-17 08:25:00",57,0,0,NULL,0,"","2013-02-04 09:06:28.43","2013-02-04 09:06:28.43","5-57-20111117",5,"2011-11-17 09:37:00"
2512,NULL,NULL,"6","2011-10-17 08:15:00",56,0,0,NULL,0,"","2013-02-04 09:24:22.251","2013-02-04 09:24:22.251","5-6-20111017",5,"2011-10-17 09:40:00"
2513,NULL,NULL,"3","2011-11-25 09:30:00",60,0,0,NULL,0,"","2013-02-04 09:30:44.257","2013-02-04 09:30:44.257","5-3-20111125",5,"2011-11-25 11:05:00"
2514,NULL,NULL,"10","2011-11-25 09:25:00",57,0,0,NULL,0,"","2013-02-04 09:33:06.148","2013-02-04 09:33:06.148","5-10-20111125",5,"2011-11-25 10:20:00"
2515,NULL,NULL,"2","2011-11-29 08:45:00",56,0,0,NULL,0,"","2013-02-04 09:47:11.258","2013-02-04 09:47:11.258","5-2-20111129",5,"2011-11-29 10:00:00"
2516,NULL,NULL,"54","2011-11-04 08:00:00",71,0,2,NULL,0,"Hay niebla","2013-02-04 09:50:26.282","2013-02-04 09:50:26.282","5-54-20111104",5,"2011-11-04 09:40:00"
2517,NULL,NULL,"7","2011-11-14 07:15:00",55,0,2,NULL,4,"","2013-02-04 09:55:50.897","2013-02-04 09:55:50.897","5-7-20111114",5,"2011-11-14 08:15:00"
2518,NULL,NULL,"7","2012-11-26 08:15:00",55,0,0,NULL,2,"","2013-02-04 10:17:19.4","2013-02-04 10:18:33.987","5-7-20121126",5,"2012-11-26 09:15:00"
2519,NULL,NULL,"6","2011-12-01 08:55:00",57,0,0,NULL,0,"","2013-02-04 10:37:31.455","2013-02-04 10:37:31.455","5-6-20111201",5,"2011-12-01 10:50:00"
2520,NULL,NULL,"2","2011-12-21 08:40:00",75,0,1,NULL,0,"","2013-02-04 10:48:49.172","2013-02-04 10:48:49.172","5-2-20111221",5,"2011-12-21 10:36:00"
2521,NULL,NULL,"13","2011-12-12 09:45:00",58,0,0,NULL,0,"","2013-02-04 10:54:31.578","2013-02-04 10:54:31.578","5-13-20111212",5,"2011-12-12 11:30:00"
2522,NULL,NULL,"12","2011-12-18 08:30:00",58,0,0,NULL,0,"","2013-02-04 11:01:58.616","2013-02-04 11:01:58.616","5-12-20111218",5,"2011-12-18 10:15:00"
2523,NULL,NULL,"11","2011-12-13 08:55:00",57,0,0,NULL,0,"","2013-02-04 11:11:42.369","2013-02-04 11:11:42.369","5-11-20111213",5,"2011-12-13 10:10:00"
2524,NULL,NULL,"3","2011-12-16 08:40:00",56,0,2,NULL,0,"","2013-02-04 11:15:07.852","2013-02-04 11:15:07.852","5-3-20111216",5,"2011-12-16 10:05:00"
2525,NULL,NULL,"4","2011-12-19 09:40:00",60,0,0,NULL,0,"","2013-02-04 11:24:49.804","2013-02-04 11:24:49.804","5-4-20111219",5,"2011-12-19 11:15:00"
2526,NULL,NULL,"5","2011-12-19 08:30:00",57,0,0,NULL,0,"","2013-02-04 11:34:07.928","2013-02-04 11:34:07.928","5-5-20111219",5,"2011-12-19 10:05:00"
2527,NULL,NULL,"7","2011-12-13 11:34:00",62,0,0,NULL,0,"","2013-02-04 11:38:35.426","2013-02-04 11:38:35.426","5-7-20111213",5,"2011-12-13 11:34:00"
2528,NULL,NULL,"2","2012-10-01 07:55:00",60,0,0,NULL,0,"","2013-02-04 12:14:17.459","2013-02-04 12:14:17.459","5-2-20121001",5,"2012-10-01 10:10:00"
2529,NULL,NULL,"11","2012-10-15 07:05:00",56,0,0,NULL,0,"","2013-02-04 12:24:25.293","2013-02-04 12:24:25.293","5-11-20121015",5,"2012-10-15 08:15:00"
2530,NULL,NULL,"8","2012-10-29 08:05:00",57,0,0,NULL,0,"","2013-02-04 12:34:13.431","2013-02-04 12:34:13.431","5-8-20121029",5,"2012-10-29 10:25:00"
2531,NULL,NULL,"6","2012-10-26 08:10:00",60,0,0,NULL,0,"","2013-02-04 12:51:29.521","2013-02-04 12:51:29.521","5-6-20121026",5,"2012-10-26 09:50:00"
2532,NULL,NULL,"55","2012-10-09 07:45:00",60,0,0,NULL,0,"","2013-02-04 12:54:35.287","2013-02-04 12:54:35.287","5-55-20121009",5,"2012-10-09 08:55:00"
2533,NULL,NULL,"56","2012-10-04 06:50:00",57,0,0,NULL,0,"","2013-02-04 12:57:48.685","2013-02-04 12:57:48.685","5-56-20121004",5,"2012-10-04 08:10:00"
2534,NULL,NULL,"4","2012-11-13 08:10:00",57,0,0,NULL,0,"","2013-02-04 13:29:21.72","2013-02-04 13:29:21.72","5-4-20121113",5,"2012-11-13 10:15:00"
2535,NULL,NULL,"5","2012-11-16 13:35:00",59,0,0,NULL,0,"","2013-02-04 13:39:25.143","2013-02-04 13:39:25.143","5-5-20121116",5,"2012-11-16 13:35:00"
2536,NULL,NULL,"10","2012-11-19 13:39:00",57,0,0,NULL,0,"","2013-02-04 13:45:01.495","2013-02-04 13:45:01.495","5-10-20121119",5,"2012-11-19 13:39:00"
2537,NULL,NULL,"11","2012-11-27 09:00:00",59,0,0,NULL,0,"","2013-02-04 13:49:48.846","2013-02-04 13:49:48.846","5-11-20121127",5,"2012-11-27 09:50:00"
2538,NULL,NULL,"2","2012-11-19 07:40:00",56,0,0,NULL,0,"","2013-02-05 07:54:08.103","2013-02-05 07:54:08.103","5-2-20121119",5,"2012-11-19 09:10:00"
2539,NULL,NULL,"3","2012-11-22 08:45:00",60,0,0,NULL,0,"","2013-02-05 08:09:48.492","2013-02-05 08:09:48.492","5-3-20121122",5,"2012-11-22 10:30:00"
2540,NULL,NULL,"6","2012-11-26 07:50:00",56,0,0,NULL,0,"","2013-02-05 08:20:53.986","2013-02-05 08:20:53.986","5-6-20121126",5,"2012-11-26 09:05:00"
2541,NULL,NULL,"5","2012-12-04 08:45:00",57,0,0,NULL,0,"","2013-02-05 08:33:41.897","2013-02-05 08:33:41.897","5-5-20121204",5,"2012-12-04 10:50:00"
2542,NULL,NULL,"3","2012-12-10 08:20:00",56,0,0,NULL,0,"","2013-02-05 08:38:30.687","2013-02-05 08:38:30.687","5-3-20121210",5,"2012-12-10 09:45:00"
2543,NULL,NULL,"6","2012-12-11 09:10:00",59,0,0,NULL,0,"","2013-02-05 08:57:17.076","2013-02-05 08:57:17.076","5-6-20121211",5,"2012-12-11 10:45:00"
2544,NULL,NULL,"11","2012-12-17 08:25:00",57,0,0,NULL,0,"","2013-02-05 09:06:57.469","2013-02-05 09:06:57.469","5-11-20121217",5,"2012-12-17 09:50:00"
2545,NULL,NULL,"10","2012-12-17 08:25:00",60,0,0,NULL,0,"","2013-02-05 09:12:48.803","2013-02-05 09:12:48.803","5-10-20121217",5,"2012-12-17 09:40:00"
2546,NULL,NULL,"2","2012-12-18 09:13:00",59,0,0,NULL,0,"","2013-02-05 09:24:31.646","2013-02-06 12:56:28.713","5-2-20121218",5,"2012-12-18 09:13:00"
2547,NULL,NULL,"4","2012-12-19 08:30:00",60,0,0,NULL,0,"","2013-02-05 09:45:11.031","2013-02-05 09:45:11.031","5-4-20121219",5,"2012-12-19 10:35:00"
2548,NULL,NULL,"4","2012-10-04 07:25:00",59,0,0,NULL,0,"","2013-02-05 10:15:19.86","2013-02-05 10:15:19.86","5-4-20121004",5,"2012-10-04 09:10:00"
2549,NULL,NULL,"57","2012-10-08 09:15:00",59,0,0,NULL,0,"","2013-02-05 10:17:37.363","2013-02-05 10:17:37.363","5-57-20121008",5,"2012-10-08 09:15:00"
2550,NULL,NULL,"7","2013-12-04 08:40:00",60,0,0,NULL,0,"","2013-12-10 12:15:40.401","2013-12-10 12:15:40.401","5-7-20131204",5,"2013-12-04 10:40:00"
2551,NULL,NULL,"10","2014-02-17 08:42:00",60,0,0,NULL,0,"","2014-03-31 09:05:43.464","2014-03-31 09:05:43.464","5-10-20140217",5,"2014-02-17 10:01:00"
2552,NULL,NULL,"9","2013-01-29 09:00:00",62,54,0,NULL,0,"","2014-04-22 11:25:14.958","2014-04-22 11:25:14.958","5-9-20130129",5,"2013-01-29 10:00:00"
2553,NULL,NULL,"9","2013-03-22 08:45:00",62,0,3,NULL,0,"","2014-04-22 13:14:19.328","2014-04-22 13:14:19.328","5-9-20130322",5,"2013-03-22 10:30:00"
2554,NULL,NULL,"9","2013-02-08 08:45:00",62,0,0,NULL,0,"","2014-04-22 13:26:26.882","2014-04-22 13:26:26.882","5-9-20130208",5,"2013-02-07 23:00:00"
2555,NULL,NULL,"9","2013-04-22 07:30:00",55,0,0,NULL,2,"","2014-04-23 13:13:56.422","2014-04-23 13:13:56.422","5-9-20130422",5,"2013-04-22 08:50:00"
2556,NULL,NULL,"9","2013-05-13 07:20:00",55,54,0,NULL,2,"","2014-04-24 06:41:28.096","2014-04-24 06:41:28.096","5-9-20130513",5,"2013-05-13 09:00:00"
2557,NULL,NULL,"9","2013-06-07 07:31:00",62,0,1,NULL,4,"Hay niebla","2014-04-24 07:22:29.651","2014-04-24 07:22:29.651","5-9-20130607",5,"2013-06-07 09:20:00"
2558,NULL,NULL,"9","2013-07-17 06:45:00",62,0,0,NULL,0,"","2014-04-24 10:00:27.744","2014-04-24 10:00:27.744","5-9-20130717",5,"2013-07-17 07:55:00"
2559,NULL,NULL,"9","2013-08-20 06:40:00",62,0,0,NULL,0,"","2014-04-24 11:04:39.238","2014-04-24 11:04:39.238","5-9-20130820",5,"2013-08-20 07:58:00"
2560,NULL,NULL,"9","2013-09-20 06:45:00",62,0,0,NULL,0,"","2014-04-24 11:16:59.481","2014-04-24 11:16:59.481","5-9-20130920",5,"2013-09-20 08:05:00"
2561,NULL,NULL,"9","2013-10-21 07:27:00",62,0,0,NULL,0,"","2014-04-24 11:32:40.924","2014-04-24 11:32:40.924","5-9-20131021",5,"2013-10-20 22:00:00"
2562,NULL,NULL,"9","2013-11-25 08:55:00",62,0,0,NULL,0,"","2014-04-24 11:49:03.122","2014-04-24 11:49:03.122","5-9-20131125",5,"2013-11-25 10:35:00"
2563,NULL,NULL,"4","2013-04-19 07:45:00",57,0,8,NULL,5,"","2014-04-28 07:11:56.797","2014-04-28 07:11:56.797","5-4-20130419",5,"2013-04-19 10:05:00"
2564,NULL,NULL,"4","2013-05-13 07:40:00",56,0,8,NULL,2,"","2014-04-28 10:10:30.808","2014-04-28 10:10:30.808","5-4-20130513",5,"2013-05-12 22:00:00"
2565,NULL,NULL,"4","2013-06-13 07:45:00",59,0,0,NULL,0,"","2014-04-28 13:46:59.915","2014-04-28 13:46:59.915","5-4-20130613",5,"2013-06-13 09:40:00"
2566,NULL,NULL,"4","2013-07-12 06:41:00",62,0,0,NULL,0,"","2014-04-28 14:11:30.962","2014-04-28 14:11:30.962","5-4-20130712",5,"2013-07-12 07:40:00"
2567,NULL,NULL,"4","2013-08-07 07:30:00",60,0,8,NULL,5,"","2014-04-28 14:26:20.224","2014-04-28 14:26:20.224","5-4-20130807",5,"2013-08-07 09:15:00"
2568,NULL,NULL,"4","2013-09-18 07:40:00",56,0,8,NULL,5,"","2014-04-28 14:39:36.758","2014-04-28 14:39:36.758","5-4-20130918",5,"2013-09-18 09:05:00"
2569,NULL,NULL,"2","2013-02-13 08:30:00",60,0,0,NULL,5,"","2014-04-28 15:31:00.199","2014-04-28 15:31:00.199","5-2-20130213",5,"2013-02-13 10:32:00"
2570,NULL,NULL,"2","2013-03-21 08:15:00",56,0,8,NULL,5,"","2014-04-28 16:00:31.375","2014-04-28 16:00:31.375","5-2-20130321",5,"2013-03-21 09:40:00"
2571,NULL,NULL,"2","2013-04-02 08:00:00",59,0,4,NULL,5,"","2014-04-28 16:57:58.963","2014-04-28 16:57:58.963","5-2-20130402",5,"2013-04-02 09:00:00"
2572,NULL,NULL,"2","2013-05-30 08:00:00",0,0,0,NULL,0,"","2014-04-28 17:20:32.168","2014-04-28 17:20:32.168","5-2-20130530",5,"2013-05-30 09:50:00"
2573,NULL,NULL,"2","2013-06-28 08:00:00",60,0,8,NULL,5,"","2014-04-29 07:43:20.952","2014-04-29 07:43:20.952","5-2-20130628",5,"2013-06-28 10:00:00"
2574,NULL,NULL,"2","2013-07-24 07:40:00",56,0,8,NULL,5,"","2014-04-29 08:27:00.221","2014-04-29 08:27:00.221","5-2-20130724",5,"2013-07-24 09:05:00"
2575,NULL,NULL,"2","2013-08-09 08:30:00",59,0,0,NULL,5,"","2014-04-29 09:46:55.584","2014-04-29 09:46:55.584","5-2-20130809",5,"2013-08-09 09:30:00"
2576,NULL,NULL,"2","2013-09-27 08:05:00",75,0,1,NULL,1,"","2014-04-29 10:01:58.949","2014-04-29 10:01:58.949","5-2-20130927",5,"2013-09-27 10:30:00"
2577,NULL,NULL,"2","2013-10-18 08:00:00",60,0,0,NULL,5,"","2014-04-29 10:23:17.036","2014-04-29 10:23:17.036","5-2-20131018",5,"2013-10-18 09:50:00"
2578,NULL,NULL,"10","2013-04-15 07:50:00",60,0,0,NULL,0,"","2014-04-29 11:48:01.549","2014-04-29 11:48:01.549","5-10-20130415",5,"2013-04-15 09:35:00"
2579,NULL,NULL,"10","2013-05-09 07:45:00",56,0,8,NULL,5,"","2014-04-29 11:59:12.717","2014-04-29 11:59:12.717","5-10-20130509",5,"2012-05-09 08:50:00"
2580,NULL,NULL,"10","2013-06-18 07:45:00",59,0,0,NULL,0,"","2014-04-29 12:19:14.467","2014-04-29 12:19:14.467","5-10-20130618",5,"2013-06-18 08:45:00"
2581,NULL,NULL,"10","2013-07-04 07:54:00",62,0,0,NULL,0,"","2014-04-29 12:32:51.009","2014-04-29 12:32:51.009","5-10-20130704",5,"2013-07-04 08:52:00"
2582,NULL,NULL,"10","2013-08-06 06:54:00",62,0,2,NULL,0,"","2014-04-29 12:39:34.502","2014-04-29 12:39:34.502","5-10-20130806",5,"2013-08-06 07:42:00"
2583,NULL,NULL,"10","2013-08-26 07:30:00",60,0,0,NULL,0,"","2014-04-29 13:17:11.494","2014-04-29 13:17:11.494","5-10-20130826",5,"2013-08-26 09:00:00"
2584,NULL,NULL,"10","2013-09-27 08:05:00",60,0,8,NULL,5,"","2014-04-29 13:27:02.11","2014-04-29 13:27:02.11","5-10-20130927",5,"2013-09-27 09:30:00"
2585,NULL,NULL,"10","2013-10-04 08:00:00",59,0,8,NULL,5,"","2014-04-29 13:39:08.332","2014-04-29 13:39:08.332","5-10-20131004",5,"2013-09-04 08:50:00"
2586,NULL,NULL,"8","2013-06-18 07:30:00",57,0,8,NULL,5,"","2014-04-30 07:02:29.011","2014-04-30 07:02:29.011","5-8-20130618",5,"2013-06-18 09:20:00"
2587,NULL,NULL,"8","2013-07-01 07:05:00",60,0,8,NULL,5,"","2014-04-30 07:17:44.126","2014-04-30 07:17:44.126","5-8-20130701",5,"2013-07-01 08:55:00"
2588,NULL,NULL,"8","2013-08-28 22:00:00",62,0,0,NULL,0,"","2014-04-30 07:25:03.585","2014-04-30 07:25:03.585","5-8-20130828",5,"2013-08-28 22:00:00"
2589,NULL,NULL,"8","2013-09-25 08:00:00",59,0,8,NULL,5,"","2014-04-30 07:30:13.936","2014-04-30 07:30:13.936","5-8-20130925",5,"2013-09-25 09:00:00"
2590,NULL,NULL,"8","2013-10-07 07:10:00",57,0,8,NULL,5,"","2014-04-30 07:39:57.883","2014-04-30 07:39:57.883","5-8-20131007",5,"2013-10-07 08:50:00"
2592,NULL,NULL,"11","2013-04-25 07:20:00",57,0,2,NULL,0,"","2014-04-30 08:07:20.495","2014-04-30 08:07:20.495","5-11-20130425",5,"2013-04-25 09:30:00"
2593,NULL,NULL,"11","2013-05-24 06:55:00",57,0,8,NULL,5,"","2014-04-30 09:30:20.498","2014-04-30 09:30:20.498","5-11-20130524",5,"2013-05-24 08:30:00"
2594,NULL,NULL,"11","2013-06-20 07:40:00",56,0,8,NULL,5,"","2014-04-30 09:44:06.681","2014-04-30 09:44:06.681","5-11-20130620",5,"2013-06-20 09:05:00"
2595,NULL,NULL,"11","2013-07-25 07:40:00",59,0,0,NULL,0,"","2014-04-30 09:53:15.507","2014-04-30 09:53:15.507","5-11-20130725",5,"2013-07-25 08:35:00"
2596,NULL,NULL,"11","2013-08-12 07:45:00",60,0,8,NULL,5,"","2014-04-30 10:21:59.252","2014-04-30 10:21:59.252","5-11-20130812",5,"2013-08-12 09:30:00"
2597,NULL,NULL,"11","2013-09-30 07:30:00",57,0,8,NULL,5,"","2014-04-30 10:42:05.958","2014-04-30 10:42:05.958","5-11-20130930",5,"2013-09-30 09:10:00"
2598,NULL,NULL,"5","2013-01-11 09:00:00",60,0,8,NULL,5,"","2014-04-30 11:54:54.261","2014-04-30 11:54:54.261","5-5-20130111",5,"2013-01-11 11:00:00"
2599,NULL,NULL,"5","2013-04-16 07:30:00",57,0,8,NULL,5,"","2014-04-30 12:23:01.31","2014-04-30 12:23:01.31","5-5-20130416",5,"2013-04-16 09:15:00"
2600,NULL,NULL,"5","2013-05-13 07:00:00",57,0,8,NULL,5,"","2014-04-30 12:49:53.482","2014-04-30 12:49:53.482","5-5-20130513",5,"2013-05-30 09:20:00"
2601,NULL,NULL,"5","2013-06-06 07:50:00",56,54,8,NULL,5,"","2014-05-02 07:24:22.022","2014-05-02 07:24:22.022","5-5-20130606",5,"2013-06-06 09:00:00"
2602,NULL,NULL,"5","2013-07-03 06:55:00",59,0,8,NULL,5,"","2014-05-02 07:41:22.805","2014-05-02 07:41:22.805","5-5-20130703",5,"2013-07-03 07:45:00"
2603,NULL,NULL,"5","2013-08-01 07:30:00",57,0,8,NULL,5,"","2014-05-02 07:58:54.85","2014-05-02 07:58:54.85","5-5-20130801",5,"2013-08-01 09:35:00"
2604,NULL,NULL,"5","2013-09-09 08:00:00",60,0,8,NULL,5,"","2014-05-02 08:21:03.992","2014-05-02 08:21:03.992","5-5-20130909",5,"2013-09-09 10:10:00"
2605,NULL,NULL,"6","2013-01-09 08:30:00",57,0,8,NULL,5,"","2014-05-02 09:47:54.11","2014-05-02 09:47:54.11","5-6-20130109",5,"2013-01-09 10:10:00"
2606,NULL,NULL,"6","2013-02-04 08:25:00",60,0,8,NULL,5,"","2014-05-02 10:13:43.924","2014-05-02 10:13:43.924","5-6-20130204",5,"2013-02-04 10:45:00"
2607,NULL,NULL,"6","2013-03-22 07:45:00",56,0,8,NULL,2,"","2014-05-02 11:25:48.039","2014-05-02 11:25:48.039","5-6-20130322",5,"2013-03-21 08:50:00"
2608,NULL,NULL,"6","2013-04-25 07:20:00",59,0,8,NULL,2,"","2014-05-02 11:37:29.451","2014-05-02 11:37:29.451","5-6-20130425",5,"2012-04-25 08:20:00"
2609,NULL,NULL,"6","2013-05-08 06:15:00",57,0,8,NULL,5,"","2014-05-02 11:55:24.261","2014-05-02 11:55:24.261","5-6-20130508",5,"2013-05-08 08:00:00"
2610,NULL,NULL,"6","2013-06-10 07:00:00",57,0,8,NULL,5,"","2014-05-02 12:15:07.338","2014-05-02 12:15:07.338","5-6-20130610",5,"2013-06-10 09:10:00"
2611,NULL,NULL,"6","2013-07-02 07:35:00",56,0,8,NULL,5,"","2014-05-02 12:36:44.634","2014-05-02 12:36:44.634","5-6-20130702",5,"2013-07-02 08:45:00"
