"idesp","id","nombre_cientifico","created_at","updated_at","ent_pk","imagen","dicc_ecologia_id","dicc_biogeovoou_id","dicc_biogeosimple_id","dicc_estatussn_id","dicc_ecologiatrofica_id","ent_pk_padre","autor","nombre_comun","nivel","audio","idprotocolo"
19156,19465,"Psilurus","2011-05-16 13:50:05.473505","2011-05-16 13:50:05.473505",11869,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19157,19466,"Psilurus incurvus","2011-05-16 13:50:05.486886","2011-05-16 13:50:05.486886",11870,NULL,NULL,NULL,NULL,NULL,NULL,11869,NULL,NULL,9,NULL,NULL
19158,19467,"Mibora","2011-05-16 13:50:05.500244","2011-05-16 13:50:05.500244",11871,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19159,19468,"Mibora minima","2011-05-16 13:50:05.513591","2011-05-16 13:50:05.513591",11872,NULL,NULL,NULL,NULL,NULL,NULL,11871,NULL,NULL,9,NULL,NULL
19160,19469,"Apera","2011-05-16 13:50:05.526955","2011-05-16 13:50:05.526955",11873,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19161,19470,"Apera spica-venti","2011-05-16 13:50:05.540346","2011-05-16 13:50:05.540346",11874,NULL,NULL,NULL,NULL,NULL,NULL,11873,NULL,NULL,9,NULL,NULL
19162,19471,"Apera interrupta","2011-05-16 13:50:05.553683","2011-05-16 13:50:05.553683",11875,NULL,NULL,NULL,NULL,NULL,NULL,11873,NULL,NULL,9,NULL,NULL
19163,19472,"Dactylis","2011-05-16 13:50:05.567064","2011-05-16 13:50:05.567064",11876,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19164,19473,"Dactylis glomerata","2011-05-16 13:50:05.580466","2011-05-16 13:50:05.580466",11877,NULL,NULL,NULL,NULL,NULL,NULL,11876,NULL,NULL,9,NULL,NULL
19165,19474,"Dactylis glomerata subsp. hispanica","2011-05-16 13:50:05.593804","2011-05-16 13:50:05.593804",11878,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19166,19475,"Dactylis glomerata subsp. juncinella","2011-05-16 13:50:05.607204","2011-05-16 13:50:05.607204",11879,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19167,19476,"Dactylis glomerata var. glomerata","2011-05-16 13:50:05.620592","2011-05-16 13:50:05.620592",11880,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19168,19477,"Dactylis glomerata var. hispanica","2011-05-16 13:50:05.633938","2011-05-16 13:50:05.633938",11881,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19169,19478,"Dactylis glomerata var. maritima","2011-05-16 13:50:05.6473","2011-05-16 13:50:05.6473",11882,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19170,19479,"Dactylis glomerata subsp. santai","2011-05-16 13:50:05.660684","2011-05-16 13:50:05.660684",107604,NULL,NULL,NULL,NULL,NULL,NULL,11877,NULL,NULL,10,NULL,NULL
19171,19480,"Dactylis hispanica","2011-05-16 13:50:05.674052","2011-05-16 13:50:05.674052",11883,NULL,NULL,NULL,NULL,NULL,NULL,11876,NULL,NULL,9,NULL,NULL
19172,19481,"Dactylis juncinella","2011-05-16 13:50:05.687532","2011-05-16 13:50:05.687532",104861,NULL,NULL,NULL,NULL,NULL,NULL,11876,NULL,"Grama de jopillos",9,NULL,NULL
19173,19482,"Briza","2011-05-16 13:50:05.700891","2011-05-16 13:50:05.700891",11884,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19174,19483,"Briza maxima","2011-05-16 13:50:05.714217","2011-05-16 13:50:05.714217",11885,NULL,NULL,NULL,NULL,NULL,NULL,11884,NULL,NULL,9,NULL,NULL
19175,19484,"Briza maxima var. maxima","2011-05-16 13:50:05.727922","2011-05-16 13:50:05.727922",11886,NULL,NULL,NULL,NULL,NULL,NULL,11885,NULL,NULL,10,NULL,NULL
19176,19485,"Briza maxima var. pubescens","2011-05-16 13:50:05.741253","2011-05-16 13:50:05.741253",11887,NULL,NULL,NULL,NULL,NULL,NULL,11885,NULL,NULL,10,NULL,NULL
19177,19486,"Briza media","2011-05-16 13:50:05.75474","2011-05-16 13:50:05.75474",11888,NULL,NULL,NULL,NULL,NULL,NULL,11884,NULL,NULL,9,NULL,NULL
19178,19487,"Briza media subsp. media","2011-05-16 13:50:05.768105","2011-05-16 13:50:05.768105",11889,NULL,NULL,NULL,NULL,NULL,NULL,11888,NULL,NULL,10,NULL,NULL
19179,19488,"Briza minima","2011-05-16 13:50:05.84478","2011-05-16 13:50:05.84478",11890,NULL,NULL,NULL,NULL,NULL,NULL,11884,NULL,NULL,9,NULL,NULL
19180,19489,"Briza minor","2011-05-16 13:50:05.868576","2011-05-16 13:50:05.868576",11891,NULL,NULL,NULL,NULL,NULL,NULL,11884,NULL,NULL,9,NULL,NULL
19181,19490,"Lamarckia","2011-05-16 13:50:05.882281","2011-05-16 13:50:05.882281",11892,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19182,19491,"Lamarckia aurea","2011-05-16 13:50:05.895947","2011-05-16 13:50:05.895947",11893,NULL,NULL,NULL,NULL,NULL,NULL,11892,NULL,NULL,9,NULL,NULL
19183,19492,"Cynosurus","2011-05-16 13:50:05.909611","2011-05-16 13:50:05.909611",11894,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19184,19493,"Cynosurus aureus","2011-05-16 13:50:05.923255","2011-05-16 13:50:05.923255",11895,NULL,NULL,NULL,NULL,NULL,NULL,11894,NULL,NULL,9,NULL,NULL
19185,19494,"Cynosurus echinatus","2011-05-16 13:50:05.937315","2011-05-16 13:50:05.937315",11896,NULL,NULL,NULL,NULL,NULL,NULL,11894,NULL,NULL,9,NULL,NULL
19186,19495,"Cynosurus effussus","2011-05-16 13:50:05.951178","2011-05-16 13:50:05.951178",11897,NULL,NULL,NULL,NULL,NULL,NULL,11894,NULL,NULL,9,NULL,NULL
19187,19496,"Cynosurus elegans","2011-05-16 13:50:05.965206","2011-05-16 13:50:05.965206",11898,NULL,NULL,NULL,NULL,NULL,NULL,11894,NULL,NULL,9,NULL,NULL
19188,19497,"Cynosurus polybracteatus","2011-05-16 13:50:05.978854","2011-05-16 13:50:05.978854",11899,NULL,NULL,NULL,NULL,NULL,NULL,11894,NULL,NULL,9,NULL,NULL
19189,19498,"Hainardia","2011-05-16 13:50:05.992428","2011-05-16 13:50:05.992428",11900,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19190,19499,"Hainardia cylindrica","2011-05-16 13:50:06.006011","2011-05-16 13:50:06.006011",11901,NULL,NULL,NULL,NULL,NULL,NULL,11900,NULL,NULL,9,NULL,NULL
19191,19500,"Parapholis","2011-05-16 13:50:06.020581","2011-05-16 13:50:06.020581",11902,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19192,19501,"Parapholis incurva","2011-05-16 13:50:06.034516","2011-05-16 13:50:06.034516",11903,NULL,NULL,NULL,NULL,NULL,NULL,11902,NULL,NULL,9,NULL,NULL
19193,19502,"Parapholis filiformis","2011-05-16 13:50:06.04808","2011-05-16 13:50:06.04808",11904,NULL,NULL,NULL,NULL,NULL,NULL,11902,NULL,NULL,9,NULL,NULL
19194,19503,"Parapholis pycnantha","2011-05-16 13:50:06.061561","2011-05-16 13:50:06.061561",11905,NULL,NULL,NULL,NULL,NULL,NULL,11902,NULL,NULL,9,NULL,NULL
19195,19504,"Parapholis strigosa","2011-05-16 13:50:06.07521","2011-05-16 13:50:06.07521",11906,NULL,NULL,NULL,NULL,NULL,NULL,11902,NULL,NULL,9,NULL,NULL
19196,19505,"Echinaria","2011-05-16 13:50:06.088632","2011-05-16 13:50:06.088632",11907,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19197,19506,"Echinaria capitata","2011-05-16 13:50:06.102022","2011-05-16 13:50:06.102022",11908,NULL,NULL,NULL,NULL,NULL,NULL,11907,NULL,NULL,9,NULL,NULL
19198,19507,"Echinaria capitata f. elata","2011-05-16 13:50:06.115408","2011-05-16 13:50:06.115408",11909,NULL,NULL,NULL,NULL,NULL,NULL,11907,NULL,NULL,9,NULL,NULL
19199,19508,"Avena","2011-05-16 13:50:06.12897","2011-05-16 13:50:06.12897",11910,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19200,19509,"Avena alba","2011-05-16 13:50:06.142373","2011-05-16 13:50:06.142373",11911,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19201,19510,"Avena albinervis","2011-05-16 13:50:06.155781","2011-05-16 13:50:06.155781",11912,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19202,19511,"Avena barbata","2011-05-16 13:50:06.169206","2011-05-16 13:50:06.169206",11913,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19203,19512,"Avena barbata subsp. atherantha","2011-05-16 13:50:06.182617","2011-05-16 13:50:06.182617",11914,NULL,NULL,NULL,NULL,NULL,NULL,11913,NULL,NULL,10,NULL,NULL
19204,19513,"Avena barbata subsp. barbata","2011-05-16 13:50:06.196044","2011-05-16 13:50:06.196044",11915,NULL,NULL,NULL,NULL,NULL,NULL,11913,NULL,NULL,10,NULL,NULL
19205,19514,"Avena barbata subsp. lusitanica","2011-05-16 13:50:06.209425","2011-05-16 13:50:06.209425",11916,NULL,NULL,NULL,NULL,NULL,NULL,11913,NULL,NULL,10,NULL,NULL
19206,19515,"Avena bromoides","2011-05-16 13:50:06.22323","2011-05-16 13:50:06.22323",11917,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19207,19516,"Avena byzantina","2011-05-16 13:50:06.236663","2011-05-16 13:50:06.236663",11918,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19208,19517,"Avena eriantha","2011-05-16 13:50:06.250046","2011-05-16 13:50:06.250046",11919,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19209,19518,"Avena fatua","2011-05-16 13:50:06.263408","2011-05-16 13:50:06.263408",11920,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19210,19519,"Avena fatua subsp. fatua","2011-05-16 13:50:06.27718","2011-05-16 13:50:06.27718",13097,NULL,NULL,NULL,NULL,NULL,NULL,11920,NULL,NULL,10,NULL,NULL
19211,19520,"Avena filifolia","2011-05-16 13:50:06.290566","2011-05-16 13:50:06.290566",11921,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19212,19521,"Avena filifolia var. velutina","2011-05-16 13:50:06.303941","2011-05-16 13:50:06.303941",11922,NULL,NULL,NULL,NULL,NULL,NULL,11921,NULL,NULL,10,NULL,NULL
19213,19522,"Avena longiglumis","2011-05-16 13:50:06.317393","2011-05-16 13:50:06.317393",11923,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19214,19523,"Avena murphyi","2011-05-16 13:50:06.330804","2011-05-16 13:50:06.330804",11924,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,"Avena fina",9,NULL,NULL
19215,19524,"Avena sativa","2011-05-16 13:50:06.344196","2011-05-16 13:50:06.344196",11925,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,"Avena",9,NULL,NULL
19216,19525,"Avena sativa subsp. macrantha","2011-05-16 13:50:06.357586","2011-05-16 13:50:06.357586",11926,NULL,NULL,NULL,NULL,NULL,NULL,11925,NULL,NULL,10,NULL,NULL
19217,19526,"Avena sativa subsp. sativa","2011-05-16 13:50:06.370961","2011-05-16 13:50:06.370961",13005,NULL,NULL,NULL,NULL,NULL,NULL,11925,NULL,NULL,10,NULL,NULL
19218,19527,"Avena sativa subsp. byzantina","2011-05-16 13:50:06.384331","2011-05-16 13:50:06.384331",13098,NULL,NULL,NULL,NULL,NULL,NULL,11925,NULL,NULL,10,NULL,NULL
19219,19528,"Avena sterilis","2011-05-16 13:50:06.39773","2011-05-16 13:50:06.39773",11927,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19220,19529,"Avena sterilis subsp. ludoviciana","2011-05-16 13:50:06.411134","2011-05-16 13:50:06.411134",11928,NULL,NULL,NULL,NULL,NULL,NULL,11927,NULL,NULL,10,NULL,NULL
19221,19530,"Avena sterilis subsp. sterilis","2011-05-16 13:50:06.424492","2011-05-16 13:50:06.424492",11929,NULL,NULL,NULL,NULL,NULL,NULL,11927,NULL,NULL,10,NULL,NULL
19222,19531,"Avena sterilis subsp. sterilis var. maxima","2011-05-16 13:50:06.437929","2011-05-16 13:50:06.437929",11930,NULL,NULL,NULL,NULL,NULL,NULL,11929,NULL,NULL,11,NULL,NULL
19223,19532,"Avena sterilis subsp. sterilis var. sterilis","2011-05-16 13:50:06.451321","2011-05-16 13:50:06.451321",11931,NULL,NULL,NULL,NULL,NULL,NULL,11929,NULL,NULL,11,NULL,NULL
19224,19533,"Avena strigosa","2011-05-16 13:50:06.464686","2011-05-16 13:50:06.464686",11932,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19225,19534,"Avena strigosa subsp. brevis","2011-05-16 13:50:06.478097","2011-05-16 13:50:06.478097",13099,NULL,NULL,NULL,NULL,NULL,NULL,11932,NULL,NULL,10,NULL,NULL
19226,19535,"Avena strigosa subsp. strigosa","2011-05-16 13:50:06.491445","2011-05-16 13:50:06.491445",13100,NULL,NULL,NULL,NULL,NULL,NULL,11932,NULL,NULL,10,NULL,NULL
19227,19536,"Avena x haussknechtii","2011-05-16 13:50:06.504871","2011-05-16 13:50:06.504871",11933,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19228,19537,"Avena prostrata","2011-05-16 13:50:06.518253","2011-05-16 13:50:06.518253",107245,NULL,NULL,NULL,NULL,NULL,NULL,11910,NULL,NULL,9,NULL,NULL
19229,19538,"Arrhenatherum","2011-05-16 13:50:06.605237","2011-05-16 13:50:06.605237",11940,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19230,19539,"Arrhenatherum album","2011-05-16 13:50:06.619062","2011-05-16 13:50:06.619062",11941,NULL,NULL,NULL,NULL,NULL,NULL,11940,NULL,NULL,9,NULL,NULL
19231,19540,"Arrhenatherum album var. album","2011-05-16 13:50:06.632776","2011-05-16 13:50:06.632776",11942,NULL,NULL,NULL,NULL,NULL,NULL,11941,NULL,NULL,10,NULL,NULL
19232,19541,"Arrhenatherum album var. erianthum","2011-05-16 13:50:06.646477","2011-05-16 13:50:06.646477",11943,NULL,NULL,NULL,NULL,NULL,NULL,11941,NULL,NULL,10,NULL,NULL
19233,19542,"Arrhenatherum almijarense","2011-05-16 13:50:06.660342","2011-05-16 13:50:06.660342",11944,NULL,NULL,NULL,NULL,NULL,NULL,11940,NULL,NULL,9,NULL,NULL
19234,19543,"Arrhenatherum elatius","2011-05-16 13:50:06.673998","2011-05-16 13:50:06.673998",11945,NULL,NULL,NULL,NULL,NULL,NULL,11940,NULL,NULL,9,NULL,NULL
19235,19544,"Arrhenatherum elatius subsp. baeticum","2011-05-16 13:50:06.68769","2011-05-16 13:50:06.68769",11946,NULL,NULL,NULL,NULL,NULL,NULL,11945,NULL,NULL,10,NULL,NULL
19236,19545,"Arrhenatherum elatius subsp. bulbosum","2011-05-16 13:50:06.701338","2011-05-16 13:50:06.701338",11947,NULL,NULL,NULL,NULL,NULL,NULL,11945,NULL,NULL,10,NULL,NULL
19237,19546,"Arrhenatherum elatius subsp. elatius","2011-05-16 13:50:06.715044","2011-05-16 13:50:06.715044",11948,NULL,NULL,NULL,NULL,NULL,NULL,11945,NULL,NULL,10,NULL,NULL
19238,19547,"Arrhenatherum elatius subsp. erianthum","2011-05-16 13:50:06.728705","2011-05-16 13:50:06.728705",11949,NULL,NULL,NULL,NULL,NULL,NULL,11945,NULL,NULL,10,NULL,NULL
19239,19548,"Arrhenatherum elatius subsp. sardoum","2011-05-16 13:50:06.742515","2011-05-16 13:50:06.742515",11950,NULL,NULL,NULL,NULL,NULL,NULL,11945,NULL,NULL,10,NULL,NULL
19240,19549,"Pseudarrhenaterum","2011-05-16 13:50:06.756443","2011-05-16 13:50:06.756443",11951,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19241,19550,"Pseudarrhenaterum longifolium","2011-05-16 13:50:06.770137","2011-05-16 13:50:06.770137",11952,NULL,NULL,NULL,NULL,NULL,NULL,11951,NULL,NULL,9,NULL,NULL
19242,19551,"Pseudarrhenatherum pallens","2011-05-16 13:50:06.783688","2011-05-16 13:50:06.783688",11953,NULL,NULL,NULL,NULL,NULL,NULL,11951,NULL,NULL,9,NULL,NULL
19243,19552,"Helictotrichon","2011-05-16 13:50:06.797263","2011-05-16 13:50:06.797263",11954,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19244,19553,"Helictotrichon bromoides","2011-05-16 13:50:06.810773","2011-05-16 13:50:06.810773",11955,NULL,NULL,NULL,NULL,NULL,NULL,11954,NULL,NULL,9,NULL,NULL
19245,19554,"Helictotrichon cantabricum","2011-05-16 13:50:06.824551","2011-05-16 13:50:06.824551",11956,NULL,NULL,NULL,NULL,NULL,NULL,11954,NULL,NULL,9,NULL,NULL
19246,19555,"Helictotrichon filifolium","2011-05-16 13:50:06.838074","2011-05-16 13:50:06.838074",11957,NULL,NULL,NULL,NULL,NULL,NULL,11954,NULL,NULL,9,NULL,NULL
19247,19556,"Helictotrichon filifolium subsp. arundanum","2011-05-16 13:50:06.851638","2011-05-16 13:50:06.851638",11958,NULL,NULL,NULL,NULL,NULL,NULL,11957,NULL,NULL,10,NULL,NULL
19248,19557,"Helictotrichon filifolium subsp. filifolium","2011-05-16 13:50:06.86514","2011-05-16 13:50:06.86514",11959,NULL,NULL,NULL,NULL,NULL,NULL,11957,NULL,NULL,10,NULL,NULL
19249,19558,"Helictotrichon filifolium subsp. velutinum","2011-05-16 13:50:06.878656","2011-05-16 13:50:06.878656",11960,NULL,NULL,NULL,NULL,NULL,NULL,11957,NULL,NULL,10,NULL,NULL
19250,19559,"Helictotrichon filifolium subsp cazorlense","2011-05-16 13:50:06.892116","2011-05-16 13:50:06.892116",104514,NULL,NULL,NULL,NULL,NULL,NULL,11957,NULL,NULL,10,NULL,NULL
19251,19560,"Avenula","2011-05-16 13:50:06.905562","2011-05-16 13:50:06.905562",11961,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19252,19561,"Avenula albinervis","2011-05-16 13:50:06.919137","2011-05-16 13:50:06.919137",11962,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19253,19562,"Avenula albinervis subsp. pauneroi","2011-05-16 13:50:06.932622","2011-05-16 13:50:06.932622",11963,NULL,NULL,NULL,NULL,NULL,NULL,11962,NULL,NULL,10,NULL,NULL
19254,19563,"Avenula bromoides","2011-05-16 13:50:06.946164","2011-05-16 13:50:06.946164",11964,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19255,19564,"Avenula bromoides subsp. pauneroi","2011-05-16 13:50:06.960147","2011-05-16 13:50:06.960147",11965,NULL,NULL,NULL,NULL,NULL,NULL,11964,NULL,NULL,10,NULL,NULL
19256,19565,"Avenula bromoides subsp. bromoides","2011-05-16 13:50:06.973784","2011-05-16 13:50:06.973784",111755,NULL,NULL,NULL,NULL,NULL,NULL,11964,NULL,NULL,10,NULL,NULL
19257,19566,"Avenula gervaisii","2011-05-16 13:50:06.987286","2011-05-16 13:50:06.987286",11966,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19258,19567,"Avenula gervaisii subsp. arundana","2011-05-16 13:50:07.001267","2011-05-16 13:50:07.001267",11967,NULL,NULL,NULL,NULL,NULL,NULL,11966,NULL,NULL,10,NULL,NULL
19259,19568,"Avenula gervaisii subsp. gervaisii","2011-05-16 13:50:07.014745","2011-05-16 13:50:07.014745",11968,NULL,NULL,NULL,NULL,NULL,NULL,11966,NULL,NULL,10,NULL,NULL
19260,19569,"Avenula gervaisii subsp. murcica","2011-05-16 13:50:07.02852","2011-05-16 13:50:07.02852",11969,NULL,NULL,NULL,NULL,NULL,NULL,11966,NULL,NULL,10,NULL,NULL
19261,19570,"Avenula hackelii","2011-05-16 13:50:07.042231","2011-05-16 13:50:07.042231",11970,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19262,19571,"Avenula levis","2011-05-16 13:50:07.055699","2011-05-16 13:50:07.055699",11971,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19263,19572,"Avenula marginata","2011-05-16 13:50:07.069175","2011-05-16 13:50:07.069175",11972,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19264,19573,"Avenula marginata subsp. sulcata","2011-05-16 13:50:07.082714","2011-05-16 13:50:07.082714",11973,NULL,NULL,NULL,NULL,NULL,NULL,11972,NULL,NULL,10,NULL,NULL
19265,19574,"Avenula marginata subsp. gaditana","2011-05-16 13:50:07.096177","2011-05-16 13:50:07.096177",106581,NULL,NULL,NULL,NULL,NULL,NULL,11972,NULL,NULL,10,NULL,NULL
19266,19575,"Avenula murcica","2011-05-16 13:50:07.109646","2011-05-16 13:50:07.109646",11974,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19267,19576,"Avenula pratensis","2011-05-16 13:50:07.123398","2011-05-16 13:50:07.123398",11975,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19268,19577,"Avenula pratensis subsp. iberica","2011-05-16 13:50:07.136883","2011-05-16 13:50:07.136883",11976,NULL,NULL,NULL,NULL,NULL,NULL,11975,NULL,NULL,10,NULL,NULL
19269,19578,"Avenula pratensis subsp. iberica var. vasconica","2011-05-16 13:50:07.150471","2011-05-16 13:50:07.150471",11977,NULL,NULL,NULL,NULL,NULL,NULL,11976,NULL,NULL,11,NULL,NULL
19270,19579,"Avenula sulcata","2011-05-16 13:50:07.164032","2011-05-16 13:50:07.164032",11978,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19271,19580,"Avenula sulcata subsp. albinervis","2011-05-16 13:50:07.177722","2011-05-16 13:50:07.177722",11979,NULL,NULL,NULL,NULL,NULL,NULL,11978,NULL,NULL,10,NULL,NULL
19272,19581,"Avenula sulcata subsp. gaditana","2011-05-16 13:50:07.194635","2011-05-16 13:50:07.194635",11980,NULL,NULL,NULL,NULL,NULL,NULL,11978,NULL,NULL,10,NULL,NULL
19273,19582,"Avenula sulcata subsp. occidentalis","2011-05-16 13:50:07.208097","2011-05-16 13:50:07.208097",11981,NULL,NULL,NULL,NULL,NULL,NULL,11978,NULL,NULL,10,NULL,NULL
19274,19583,"Avenula talaverae","2011-05-16 13:50:07.221852","2011-05-16 13:50:07.221852",11982,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19275,19584,"Avenula pruinosa","2011-05-16 13:50:07.235404","2011-05-16 13:50:07.235404",107346,NULL,NULL,NULL,NULL,NULL,NULL,11961,NULL,NULL,9,NULL,NULL
19276,19585,"Trisetaria","2011-05-16 13:50:07.24888","2011-05-16 13:50:07.24888",11983,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19277,19586,"Trisetaria cristata","2011-05-16 13:50:07.325948","2011-05-16 13:50:07.325948",11984,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19278,19587,"Trisetaria dufourei","2011-05-16 13:50:07.349609","2011-05-16 13:50:07.349609",11985,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19279,19588,"Trisetaria glacialis","2011-05-16 13:50:07.363468","2011-05-16 13:50:07.363468",11986,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19280,19589,"Trisetaria panicea","2011-05-16 13:50:07.377269","2011-05-16 13:50:07.377269",11988,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19281,19590,"Trisetaria pumila","2011-05-16 13:50:07.391533","2011-05-16 13:50:07.391533",11989,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19282,19591,"Trisetaria scabriuscula","2011-05-16 13:50:07.405447","2011-05-16 13:50:07.405447",11990,NULL,NULL,NULL,NULL,NULL,NULL,11983,NULL,NULL,9,NULL,NULL
19283,19592,"Rostraria","2011-05-16 13:50:07.419196","2011-05-16 13:50:07.419196",11991,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19284,19593,"Rostraria cristata","2011-05-16 13:50:07.433085","2011-05-16 13:50:07.433085",11992,NULL,NULL,NULL,NULL,NULL,NULL,11991,NULL,NULL,9,NULL,NULL
19285,19594,"Rostraria phleoides","2011-05-16 13:50:07.446762","2011-05-16 13:50:07.446762",11993,NULL,NULL,NULL,NULL,NULL,NULL,11991,NULL,NULL,9,NULL,NULL
19286,19595,"Rostraria pumila","2011-05-16 13:50:07.460488","2011-05-16 13:50:07.460488",11994,NULL,NULL,NULL,NULL,NULL,NULL,11991,NULL,NULL,9,NULL,NULL
19287,19596,"Rostraria salzmannii","2011-05-16 13:50:07.474213","2011-05-16 13:50:07.474213",11995,NULL,NULL,NULL,NULL,NULL,NULL,11991,NULL,NULL,9,NULL,NULL
19288,19597,"Rostraria festucoides","2011-05-16 13:50:07.488205","2011-05-16 13:50:07.488205",106973,NULL,NULL,NULL,NULL,NULL,NULL,11991,NULL,NULL,9,NULL,NULL
19289,19598,"Koeleria","2011-05-16 13:50:07.502214","2011-05-16 13:50:07.502214",12000,NULL,NULL,NULL,NULL,NULL,NULL,1911,NULL,NULL,8,NULL,NULL
19290,19599,"Koeleria castellana","2011-05-16 13:50:07.516035","2011-05-16 13:50:07.516035",12001,NULL,NULL,NULL,NULL,NULL,NULL,12000,NULL,NULL,9,NULL,NULL
19291,19600,"Koeleria caudata","2011-05-16 13:50:07.529652","2011-05-16 13:50:07.529652",12002,NULL,NULL,NULL,NULL,NULL,NULL,12000,NULL,NULL,9,NULL,NULL
19292,19601,"Koeleria crassipes","2011-05-16 13:50:07.543581","2011-05-16 13:50:07.543581",12003,NULL,NULL,NULL,NULL,NULL,NULL,12000,NULL,NULL,9,NULL,NULL
19293,19602,"Koeleria dasyphylla subsp. nevadensis","2011-05-16 13:50:07.557105","2011-05-16 13:50:07.557105",104864,NULL,NULL,NULL,NULL,NULL,NULL,12003,NULL,"Rabillo de zorra",10,NULL,NULL
19294,19603,"Koeleria crassipes subsp. filifolia","2011-05-16 13:50:07.57061","2011-05-16 13:50:07.57061",111752,NULL,NULL,NULL,NULL,NULL,NULL,12003,NULL,NULL,10,NULL,NULL
19295,19604,"Koeleria dasyphylla","2011-05-16 13:50:07.584124","2011-05-16 13:50:07.584124",12004,NULL,NULL,NULL,NULL,NULL,NULL,12000,NULL,NULL,9,NULL,NULL
