"idesp","id","nombre_cientifico","created_at","updated_at","ent_pk","imagen","dicc_ecologia_id","dicc_biogeovoou_id","dicc_biogeosimple_id","dicc_estatussn_id","dicc_ecologiatrofica_id","ent_pk_padre","autor","nombre_comun","nivel","audio","idprotocolo"
1,3,"Fauna","2011-05-16 13:46:36.78746","2011-05-16 13:46:36.78746",1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,"Fauna",1,NULL,NULL
2,4,"Vertebrata","2011-05-16 13:46:36.792449","2011-05-16 13:46:36.792449",10,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,"Vertebrados",2,NULL,NULL
3,5,"Mammalia","2011-05-16 13:46:36.79747","2011-05-16 13:46:36.79747",50,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,"Mamíferos",3,NULL,NULL
4,6,"Perissodactyla","2011-05-16 13:46:36.802518","2011-05-16 13:46:36.802518",99,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
5,7,"Equidae","2011-05-16 13:46:36.807698","2011-05-16 13:46:36.807698",104956,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,5,NULL,NULL
6,8,"Equus","2011-05-16 13:46:36.812767","2011-05-16 13:46:36.812767",104958,NULL,NULL,NULL,NULL,NULL,NULL,104956,NULL,NULL,6,NULL,NULL
7,9,"Equus asinus","2011-05-16 13:46:36.817789","2011-05-16 13:46:36.817789",104951,NULL,NULL,NULL,NULL,NULL,NULL,104958,NULL,"Burro",7,NULL,NULL
8,10,"Artiodactyla","2011-05-16 13:46:36.822844","2011-05-16 13:46:36.822844",100,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
9,11,"Cervidae","2011-05-16 13:46:36.827847","2011-05-16 13:46:36.827847",1000,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,5,NULL,NULL
10,12,"Cervus","2011-05-16 13:46:36.832865","2011-05-16 13:46:36.832865",2001,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,6,NULL,NULL
11,13,"Cervus elaphus","2011-05-16 13:46:36.83791","2011-05-16 13:46:36.83791",2002,NULL,NULL,NULL,NULL,NULL,NULL,2001,NULL,"Ciervo común",7,NULL,NULL
12,14,"Cervus elaphus subsp. hispanicus","2011-05-16 13:46:36.843028","2011-05-16 13:46:36.843028",16132,NULL,NULL,NULL,NULL,NULL,NULL,2002,NULL,"Ciervo mediterráneo",8,NULL,NULL
13,15,"Capreolus","2011-05-16 13:46:36.848124","2011-05-16 13:46:36.848124",2004,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,6,NULL,NULL
14,16,"Capreolus capreolus","2011-05-16 13:46:36.853281","2011-05-16 13:46:36.853281",2005,NULL,NULL,NULL,NULL,NULL,NULL,2004,NULL,"Corzo",7,NULL,NULL
15,17,"Dama","2011-05-16 13:46:36.858255","2011-05-16 13:46:36.858255",2006,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,6,NULL,NULL
16,18,"Dama dama","2011-05-16 13:46:36.863306","2011-05-16 13:46:36.863306",2007,NULL,NULL,NULL,NULL,NULL,NULL,2006,NULL,"Gamo",7,NULL,NULL
17,19,"Suidae","2011-05-16 13:46:36.868353","2011-05-16 13:46:36.868353",1001,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,5,NULL,NULL
18,20,"Sus","2011-05-16 13:46:36.873444","2011-05-16 13:46:36.873444",2008,NULL,NULL,NULL,NULL,NULL,NULL,1001,NULL,NULL,6,NULL,NULL
19,21,"Sus scrofa","2011-05-16 13:46:36.878539","2011-05-16 13:46:36.878539",2009,NULL,NULL,NULL,NULL,NULL,NULL,2008,NULL,"Jabalí",7,NULL,NULL
20,22,"Sus domesticus","2011-05-16 13:46:36.883572","2011-05-16 13:46:36.883572",104950,NULL,NULL,NULL,NULL,NULL,NULL,2008,NULL,"Cerdo",7,NULL,NULL
21,23,"Bovidae","2011-05-16 13:46:36.888611","2011-05-16 13:46:36.888611",1002,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,5,NULL,NULL
22,24,"Capra","2011-05-16 13:46:36.893747","2011-05-16 13:46:36.893747",2010,NULL,NULL,NULL,NULL,NULL,NULL,1002,NULL,NULL,6,NULL,NULL
23,25,"Capra pyrenaica","2011-05-16 13:46:36.898761","2011-05-16 13:46:36.898761",2011,NULL,NULL,NULL,NULL,NULL,NULL,2010,NULL,"Cabra montés",7,NULL,NULL
24,26,"Capra pyrenaica subsp. hispanica","2011-05-16 13:46:36.904044","2011-05-16 13:46:36.904044",15150,NULL,NULL,NULL,NULL,NULL,NULL,2011,NULL,"Cabra montés",8,NULL,48
25,27,"Capra hircus","2011-05-16 13:46:36.909044","2011-05-16 13:46:36.909044",107564,NULL,NULL,NULL,NULL,NULL,NULL,2010,NULL,"Cabra doméstica",7,NULL,NULL
26,28,"Ovis","2011-05-16 13:46:36.914156","2011-05-16 13:46:36.914156",2014,NULL,NULL,NULL,NULL,NULL,NULL,1002,NULL,NULL,6,NULL,NULL
27,29,"Ovis musimon","2011-05-16 13:46:36.919225","2011-05-16 13:46:36.919225",2015,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,"Muflón",7,NULL,NULL
28,30,"Ammotragus","2011-05-16 13:46:36.924278","2011-05-16 13:46:36.924278",105105,NULL,NULL,NULL,NULL,NULL,NULL,1002,NULL,NULL,6,NULL,NULL
29,31,"Ammotragus lervia","2011-05-16 13:46:36.929297","2011-05-16 13:46:36.929297",105104,NULL,NULL,NULL,NULL,NULL,NULL,105105,NULL,"Arrui",7,NULL,NULL
30,32,"Lagomorpha","2011-05-16 13:46:37.000946","2011-05-16 13:46:37.000946",101,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
31,33,"Leporidae","2011-05-16 13:46:37.006183","2011-05-16 13:46:37.006183",1003,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,5,NULL,NULL
32,34,"Lepus","2011-05-16 13:46:37.011242","2011-05-16 13:46:37.011242",2020,NULL,NULL,NULL,NULL,NULL,NULL,1003,NULL,"Liebres",6,NULL,NULL
33,35,"Lepus granatensis","2011-05-16 13:46:37.016372","2011-05-16 13:46:37.016372",2021,NULL,NULL,NULL,NULL,NULL,NULL,2020,NULL,"Liebre",7,NULL,NULL
34,36,"Oryctolagus","2011-05-16 13:46:37.021387","2011-05-16 13:46:37.021387",2025,NULL,NULL,NULL,NULL,NULL,NULL,1003,NULL,"Conejos",6,NULL,NULL
35,37,"Oryctolagus cuniculus","2011-05-16 13:46:37.026483","2011-05-16 13:46:37.026483",2026,NULL,NULL,NULL,NULL,NULL,NULL,2025,NULL,"Conejo",7,NULL,NULL
36,38,"Rodentia","2011-05-16 13:46:37.031561","2011-05-16 13:46:37.031561",102,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
37,39,"Sciuridae","2011-05-16 13:46:37.036592","2011-05-16 13:46:37.036592",1004,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,5,NULL,NULL
38,40,"Sciurus","2011-05-16 13:46:37.041601","2011-05-16 13:46:37.041601",2030,NULL,NULL,NULL,NULL,NULL,NULL,1004,NULL,"Ardillas",6,NULL,NULL
39,41,"Sciurus vulgaris","2011-05-16 13:46:37.046683","2011-05-16 13:46:37.046683",2031,NULL,NULL,NULL,NULL,NULL,NULL,2030,NULL,"Ardilla común",7,NULL,NULL
40,42,"Muridae","2011-05-16 13:46:37.051702","2011-05-16 13:46:37.051702",1005,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,5,NULL,NULL
41,43,"Apodemus","2011-05-16 13:46:37.056789","2011-05-16 13:46:37.056789",2032,NULL,NULL,NULL,NULL,NULL,NULL,1005,NULL,NULL,6,NULL,NULL
42,44,"Apodemus sylvaticus","2011-05-16 13:46:37.061742","2011-05-16 13:46:37.061742",2033,NULL,NULL,NULL,NULL,NULL,NULL,2032,NULL,"Ratón de campo",7,NULL,NULL
43,45,"Mus","2011-05-16 13:46:37.066683","2011-05-16 13:46:37.066683",2035,NULL,NULL,NULL,NULL,NULL,NULL,1005,NULL,NULL,6,NULL,NULL
44,46,"Mus musculus","2011-05-16 13:46:37.071661","2011-05-16 13:46:37.071661",2036,NULL,NULL,NULL,NULL,NULL,NULL,2035,NULL,"Ratón casero",7,NULL,NULL
45,47,"Mus spretus","2011-05-16 13:46:37.07674","2011-05-16 13:46:37.07674",2037,NULL,NULL,NULL,NULL,NULL,NULL,2035,NULL,"Ratón moruno",7,NULL,NULL
46,48,"Rattus","2011-05-16 13:46:37.081688","2011-05-16 13:46:37.081688",2040,NULL,NULL,NULL,NULL,NULL,NULL,1005,NULL,NULL,6,NULL,NULL
47,49,"Rattus norvegicus","2011-05-16 13:46:37.086611","2011-05-16 13:46:37.086611",2041,NULL,NULL,NULL,NULL,NULL,NULL,2040,NULL,"Rata común",7,NULL,NULL
48,50,"Rattus rattus","2011-05-16 13:46:37.091493","2011-05-16 13:46:37.091493",2042,NULL,NULL,NULL,NULL,NULL,NULL,2040,NULL,"Rata negra",7,NULL,NULL
49,51,"Arvicolidae","2011-05-16 13:46:37.096421","2011-05-16 13:46:37.096421",1006,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,5,NULL,NULL
50,52,"Arvicola","2011-05-16 13:46:37.101335","2011-05-16 13:46:37.101335",2045,NULL,NULL,NULL,NULL,NULL,NULL,1006,NULL,NULL,6,NULL,NULL
51,53,"Arvicola sapidus","2011-05-16 13:46:37.106308","2011-05-16 13:46:37.106308",2046,NULL,NULL,NULL,NULL,NULL,NULL,2045,NULL,"Rata de agua",7,NULL,NULL
52,54,"Chionomys","2011-05-16 13:46:37.111208","2011-05-16 13:46:37.111208",2047,NULL,NULL,NULL,NULL,NULL,NULL,1006,NULL,NULL,6,NULL,NULL
53,55,"Chionomys nivalis","2011-05-16 13:46:37.11613","2011-05-16 13:46:37.11613",2048,NULL,NULL,NULL,NULL,NULL,NULL,2047,NULL,"Topillo nival",7,NULL,NULL
54,56,"Pitymys","2011-05-16 13:46:37.121008","2011-05-16 13:46:37.121008",2050,NULL,NULL,NULL,NULL,NULL,NULL,1006,NULL,NULL,6,NULL,NULL
55,57,"Pitymys cabrerae","2011-05-16 13:46:37.125914","2011-05-16 13:46:37.125914",2051,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,"Topillo de Cabrera",7,NULL,NULL
56,58,"Pitymys duodecimcostatus","2011-05-16 13:46:37.130809","2011-05-16 13:46:37.130809",2052,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,"Topillo común",7,NULL,NULL
57,59,"Microtus","2011-05-16 13:46:37.135782","2011-05-16 13:46:37.135782",16133,NULL,NULL,NULL,NULL,NULL,NULL,1006,NULL,NULL,6,NULL,NULL
58,60,"Microtus cabrerae","2011-05-16 13:46:37.140692","2011-05-16 13:46:37.140692",16134,NULL,NULL,NULL,NULL,NULL,NULL,16133,NULL,"Topillo de Cabrera",7,NULL,NULL
59,61,"Myoxidae","2011-05-16 13:46:37.145712","2011-05-16 13:46:37.145712",1007,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,5,NULL,NULL
60,62,"Eliomys","2011-05-16 13:46:37.150543","2011-05-16 13:46:37.150543",2055,NULL,NULL,NULL,NULL,NULL,NULL,1007,NULL,NULL,6,NULL,NULL
61,63,"Eliomys quercinus","2011-05-16 13:46:37.155524","2011-05-16 13:46:37.155524",2056,NULL,NULL,NULL,NULL,NULL,NULL,2055,NULL,"Lirón careto",7,NULL,NULL
62,64,"Primates","2011-05-16 13:46:37.160428","2011-05-16 13:46:37.160428",103,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
63,65,"Cercopithecidae","2011-05-16 13:46:37.165424","2011-05-16 13:46:37.165424",1008,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,NULL,5,NULL,NULL
64,66,"Macaca","2011-05-16 13:46:37.170306","2011-05-16 13:46:37.170306",2060,NULL,NULL,NULL,NULL,NULL,NULL,1008,NULL,NULL,6,NULL,NULL
65,67,"Macaca sylvana","2011-05-16 13:46:37.175257","2011-05-16 13:46:37.175257",2061,NULL,NULL,NULL,NULL,NULL,NULL,2060,NULL,"Mono de Gibraltar",7,NULL,NULL
66,68,"Insectivora","2011-05-16 13:46:37.180131","2011-05-16 13:46:37.180131",104,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
67,69,"Erinaceidae","2011-05-16 13:46:37.185109","2011-05-16 13:46:37.185109",1009,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,5,NULL,NULL
68,70,"Erinaceus","2011-05-16 13:46:37.189933","2011-05-16 13:46:37.189933",2065,NULL,NULL,NULL,NULL,NULL,NULL,1009,NULL,NULL,6,NULL,NULL
69,71,"Erinaceus europaeus","2011-05-16 13:46:37.194912","2011-05-16 13:46:37.194912",2066,NULL,NULL,NULL,NULL,NULL,NULL,2065,NULL,"Erizo",7,NULL,NULL
70,72,"Atelerix","2011-05-16 13:46:37.199772","2011-05-16 13:46:37.199772",2067,NULL,NULL,NULL,NULL,NULL,NULL,1009,NULL,NULL,6,NULL,NULL
71,73,"Atelerix algirus","2011-05-16 13:46:37.205046","2011-05-16 13:46:37.205046",2068,NULL,NULL,NULL,NULL,NULL,NULL,2067,NULL,"Erizo moruno",7,NULL,NULL
72,74,"Soricidae","2011-05-16 13:46:37.21011","2011-05-16 13:46:37.21011",1010,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,5,NULL,NULL
73,75,"Crocidura","2011-05-16 13:46:37.215245","2011-05-16 13:46:37.215245",2070,NULL,NULL,NULL,NULL,NULL,NULL,1010,NULL,NULL,6,NULL,NULL
74,76,"Crocidura russula","2011-05-16 13:46:37.220259","2011-05-16 13:46:37.220259",2071,NULL,NULL,NULL,NULL,NULL,NULL,2070,NULL,"Musaraña común",7,NULL,NULL
75,77,"Crocidura suaveolens","2011-05-16 13:46:37.225357","2011-05-16 13:46:37.225357",2072,NULL,NULL,NULL,NULL,NULL,NULL,2070,NULL,"Musaraña campesina",7,NULL,NULL
76,78,"Neomys","2011-05-16 13:46:37.23042","2011-05-16 13:46:37.23042",2075,NULL,NULL,NULL,NULL,NULL,NULL,1010,NULL,NULL,6,NULL,NULL
77,79,"Neomys anomalus","2011-05-16 13:46:37.235599","2011-05-16 13:46:37.235599",2076,NULL,NULL,NULL,NULL,NULL,NULL,2075,NULL,"Musgaño de Cabrera",7,NULL,NULL
78,80,"Suncus","2011-05-16 13:46:37.24067","2011-05-16 13:46:37.24067",2077,NULL,NULL,NULL,NULL,NULL,NULL,1010,NULL,NULL,6,NULL,NULL
79,81,"Suncus etruscus","2011-05-16 13:46:37.314116","2011-05-16 13:46:37.314116",2078,NULL,NULL,NULL,NULL,NULL,NULL,2077,NULL,"Musarañita",7,NULL,NULL
80,82,"Talpidae","2011-05-16 13:46:37.319481","2011-05-16 13:46:37.319481",1011,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,5,NULL,NULL
81,83,"Talpa","2011-05-16 13:46:37.324709","2011-05-16 13:46:37.324709",2080,NULL,NULL,NULL,NULL,NULL,NULL,1011,NULL,NULL,6,NULL,NULL
82,84,"Talpa occidentalis","2011-05-16 13:46:37.32976","2011-05-16 13:46:37.32976",2081,NULL,NULL,NULL,NULL,NULL,NULL,2080,NULL,"Topo ibérico",7,NULL,NULL
83,85,"Chiroptera","2011-05-16 13:46:37.334918","2011-05-16 13:46:37.334918",105,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
84,86,"Microchiroptera","2011-05-16 13:46:37.34012","2011-05-16 13:46:37.34012",1012,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL,NULL,5,NULL,NULL
85,87,"Rhinolophus","2011-05-16 13:46:37.345236","2011-05-16 13:46:37.345236",2085,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
86,88,"Rhinolophus ferrumequinum","2011-05-16 13:46:37.350289","2011-05-16 13:46:37.350289",2086,NULL,NULL,NULL,NULL,NULL,NULL,2085,NULL,"Murciélago grande de herradura",7,NULL,NULL
87,89,"Rhinolophus hipposideros","2011-05-16 13:46:37.355474","2011-05-16 13:46:37.355474",2087,NULL,NULL,NULL,NULL,NULL,NULL,2085,NULL,"Murciélago pequeño de herradura",7,NULL,NULL
88,90,"Rhinolophus euryale","2011-05-16 13:46:37.360489","2011-05-16 13:46:37.360489",2088,NULL,NULL,NULL,NULL,NULL,NULL,2085,NULL,"Murciélago mediterráneo de herradura",7,NULL,NULL
89,91,"Rhinolophus mehelyi","2011-05-16 13:46:37.365574","2011-05-16 13:46:37.365574",2089,NULL,NULL,NULL,NULL,NULL,NULL,2085,NULL,"Murciélago mediano de herradura",7,NULL,NULL
90,92,"Rhinolophus euryale/R.mehelyi","2011-05-16 13:46:37.370568","2011-05-16 13:46:37.370568",110352,NULL,NULL,NULL,NULL,NULL,NULL,2085,NULL,NULL,7,NULL,NULL
91,93,"Myotis","2011-05-16 13:46:37.37559","2011-05-16 13:46:37.37559",2090,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
92,94,"Myotis myotis","2011-05-16 13:46:37.380717","2011-05-16 13:46:37.380717",2091,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago ratonero grande",7,NULL,NULL
93,95,"Myotis blythii","2011-05-16 13:46:37.385765","2011-05-16 13:46:37.385765",2092,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago ratonero mediano",7,NULL,NULL
94,96,"Myotis emarginatus","2011-05-16 13:46:37.390672","2011-05-16 13:46:37.390672",2093,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciéalgo de Geoffroy",7,NULL,NULL
95,97,"Myotis nattereri","2011-05-16 13:46:37.395628","2011-05-16 13:46:37.395628",2094,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago de patagio aserrado",7,NULL,NULL
96,98,"Myotis bechsteinii","2011-05-16 13:46:37.400554","2011-05-16 13:46:37.400554",2095,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago ratonero forestal",7,NULL,NULL
97,99,"Myotis daubentoni","2011-05-16 13:46:37.405557","2011-05-16 13:46:37.405557",2096,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago de ribera",7,NULL,NULL
98,100,"Myotis capaccinii","2011-05-16 13:46:37.410502","2011-05-16 13:46:37.410502",2097,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago patudo",7,NULL,NULL
99,101,"Myotis mystacinus","2011-05-16 13:46:37.415481","2011-05-16 13:46:37.415481",106664,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,"Murciélago bigotudo",7,NULL,NULL
100,102,"Myotis myotis/M. blythii","2011-05-16 13:46:37.420471","2011-05-16 13:46:37.420471",110351,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,NULL,7,NULL,NULL
101,103,"Myotis escalerai","2011-05-16 13:46:37.425431","2011-05-16 13:46:37.425431",110353,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,NULL,7,NULL,NULL
102,104,"Myotis escalerai/M. emarginatus/ M. daubentoni","2011-05-16 13:46:37.430393","2011-05-16 13:46:37.430393",110354,NULL,NULL,NULL,NULL,NULL,NULL,2090,NULL,NULL,7,NULL,NULL
103,105,"Plecotus","2011-05-16 13:46:37.435345","2011-05-16 13:46:37.435345",2100,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
104,106,"Plecotus austriacus","2011-05-16 13:46:37.44022","2011-05-16 13:46:37.44022",2101,NULL,NULL,NULL,NULL,NULL,NULL,2100,NULL,"Murciélago orejudo gris",7,NULL,NULL
105,107,"Plecotus auritus","2011-05-16 13:46:37.445176","2011-05-16 13:46:37.445176",106665,NULL,NULL,NULL,NULL,NULL,NULL,2100,NULL,"Murciélago orejudo dorado",7,NULL,NULL
106,108,"Barbastella","2011-05-16 13:46:37.450126","2011-05-16 13:46:37.450126",2102,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
107,109,"Barbastella barbastellus","2011-05-16 13:46:37.45515","2011-05-16 13:46:37.45515",2103,NULL,NULL,NULL,NULL,NULL,NULL,2102,NULL,"Murciélago de bosque",7,NULL,NULL
108,110,"Miniopterus","2011-05-16 13:46:37.460004","2011-05-16 13:46:37.460004",2104,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
109,111,"Miniopterus schreibersii","2011-05-16 13:46:37.464992","2011-05-16 13:46:37.464992",2105,NULL,NULL,NULL,NULL,NULL,NULL,2104,NULL,"Murciélago de cueva",7,NULL,NULL
110,112,"Vespertilionidae","2011-05-16 13:46:37.469865","2011-05-16 13:46:37.469865",16118,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
111,113,"Pipistrellus","2011-05-16 13:46:37.474807","2011-05-16 13:46:37.474807",16119,NULL,NULL,NULL,NULL,NULL,NULL,16118,NULL,NULL,7,NULL,NULL
112,114,"Pipistrellus pipistrellus","2011-05-16 13:46:37.479739","2011-05-16 13:46:37.479739",16120,NULL,NULL,NULL,NULL,NULL,NULL,16119,NULL,"Murciélago común",8,NULL,NULL
113,115,"Pipistrellus pygmaeus","2011-05-16 13:46:37.484722","2011-05-16 13:46:37.484722",16121,NULL,NULL,NULL,NULL,NULL,NULL,16119,NULL,"Murciélago enano",8,NULL,NULL
114,116,"Hypsugo savii","2011-05-16 13:46:37.48969","2011-05-16 13:46:37.48969",103068,NULL,NULL,NULL,NULL,NULL,NULL,16119,NULL,"Murciélago montañero",8,NULL,NULL
115,117,"Pipistrellus kuhlii","2011-05-16 13:46:37.49469","2011-05-16 13:46:37.49469",103070,NULL,NULL,NULL,NULL,NULL,NULL,16119,NULL,"Murciélago de borde claro",8,NULL,NULL
116,118,"Pipistrellus nathusii","2011-05-16 13:46:37.499637","2011-05-16 13:46:37.499637",106666,NULL,NULL,NULL,NULL,NULL,NULL,16119,NULL,NULL,8,NULL,NULL
117,119,"Nyctalus","2011-05-16 13:46:37.504563","2011-05-16 13:46:37.504563",16122,NULL,NULL,NULL,NULL,NULL,NULL,16118,NULL,NULL,7,NULL,NULL
118,120,"Nyctalus leisleri","2011-05-16 13:46:37.509592","2011-05-16 13:46:37.509592",16123,NULL,NULL,NULL,NULL,NULL,NULL,16122,NULL,"Nóctulo menor",8,NULL,NULL
119,121,"Nyctalus noctula","2011-05-16 13:46:37.514532","2011-05-16 13:46:37.514532",16124,NULL,NULL,NULL,NULL,NULL,NULL,16122,NULL,"Nóctulo mediano",8,NULL,NULL
120,122,"Nyctalus lasiopterus","2011-05-16 13:46:37.519478","2011-05-16 13:46:37.519478",16125,NULL,NULL,NULL,NULL,NULL,NULL,16122,NULL,"Nóctulo gigante",8,NULL,NULL
121,123,"Eptesicus","2011-05-16 13:46:37.524475","2011-05-16 13:46:37.524475",103066,NULL,NULL,NULL,NULL,NULL,NULL,16118,NULL,NULL,7,NULL,NULL
122,124,"Eptesicus serotinus","2011-05-16 13:46:37.529426","2011-05-16 13:46:37.529426",103067,NULL,NULL,NULL,NULL,NULL,NULL,103066,NULL,"Murciélago hortelano",8,NULL,NULL
123,125,"Eptesicus isabellinus","2011-05-16 13:46:37.534464","2011-05-16 13:46:37.534464",111807,NULL,NULL,NULL,NULL,NULL,NULL,103066,NULL,"Murciélago hortelano mediterráneo",8,NULL,NULL
124,126,"Molossidae","2011-05-16 13:46:37.539405","2011-05-16 13:46:37.539405",104614,NULL,NULL,NULL,NULL,NULL,NULL,1012,NULL,NULL,6,NULL,NULL
125,127,"Tadarida","2011-05-16 13:46:37.544533","2011-05-16 13:46:37.544533",104613,NULL,NULL,NULL,NULL,NULL,NULL,104614,NULL,NULL,7,NULL,NULL
126,128,"Tadarida teniotis","2011-05-16 13:46:37.549446","2011-05-16 13:46:37.549446",104612,NULL,NULL,NULL,NULL,NULL,NULL,104613,NULL,"Murciélago rabudo",8,NULL,NULL
127,129,"Carnivora","2011-05-16 13:46:37.554431","2011-05-16 13:46:37.554431",106,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
128,130,"Felidae","2011-05-16 13:46:37.628496","2011-05-16 13:46:37.628496",1020,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,5,NULL,NULL
129,131,"Lynx","2011-05-16 13:46:37.633883","2011-05-16 13:46:37.633883",2120,NULL,NULL,NULL,NULL,NULL,NULL,1020,NULL,NULL,6,NULL,NULL
130,132,"Lynx pardinus","2011-05-16 13:46:37.638956","2011-05-16 13:46:37.638956",2121,NULL,NULL,NULL,NULL,NULL,NULL,2120,NULL,"Lince",7,NULL,NULL
131,133,"Felis","2011-05-16 13:46:37.64462","2011-05-16 13:46:37.64462",2122,NULL,NULL,NULL,NULL,NULL,NULL,1020,NULL,NULL,6,NULL,NULL
132,134,"Felis silvestris","2011-05-16 13:46:37.649722","2011-05-16 13:46:37.649722",2123,NULL,NULL,NULL,NULL,NULL,NULL,2122,NULL,"Gato montés",7,NULL,NULL
133,135,"Felis catus","2011-05-16 13:46:37.654851","2011-05-16 13:46:37.654851",2124,NULL,NULL,NULL,NULL,NULL,NULL,2122,NULL,"Gato común",7,NULL,NULL
134,136,"Canidae","2011-05-16 13:46:37.659913","2011-05-16 13:46:37.659913",1021,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,5,NULL,NULL
135,137,"Canis","2011-05-16 13:46:37.66503","2011-05-16 13:46:37.66503",2125,NULL,NULL,NULL,NULL,NULL,NULL,1021,NULL,NULL,6,NULL,NULL
136,138,"Canis lupus","2011-05-16 13:46:37.670094","2011-05-16 13:46:37.670094",2126,NULL,NULL,NULL,NULL,NULL,NULL,2125,NULL,"Lobo",7,NULL,NULL
137,139,"Canis familiaris","2011-05-16 13:46:37.675225","2011-05-16 13:46:37.675225",2127,NULL,NULL,NULL,NULL,NULL,NULL,2125,NULL,"Perro",7,NULL,NULL
138,140,"Vulpes","2011-05-16 13:46:37.680274","2011-05-16 13:46:37.680274",2128,NULL,NULL,NULL,NULL,NULL,NULL,1021,NULL,NULL,6,NULL,NULL
139,141,"Vulpes vulpes","2011-05-16 13:46:37.685389","2011-05-16 13:46:37.685389",2129,NULL,NULL,NULL,NULL,NULL,NULL,2128,NULL,"Zorro",7,NULL,NULL
140,142,"Mustelidae","2011-05-16 13:46:37.690686","2011-05-16 13:46:37.690686",1022,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,5,NULL,NULL
141,143,"Mustela","2011-05-16 13:46:37.695781","2011-05-16 13:46:37.695781",2130,NULL,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,6,NULL,NULL
142,144,"Mustela nivalis","2011-05-16 13:46:37.700783","2011-05-16 13:46:37.700783",2131,NULL,NULL,NULL,NULL,NULL,NULL,2130,NULL,"Comadreja",7,NULL,NULL
143,145,"Mustela erninea","2011-05-16 13:46:37.705772","2011-05-16 13:46:37.705772",103359,NULL,NULL,NULL,NULL,NULL,NULL,2130,NULL,"Armiño",7,NULL,NULL
144,146,"Mustela lutreola","2011-05-16 13:46:37.710731","2011-05-16 13:46:37.710731",103360,NULL,NULL,NULL,NULL,NULL,NULL,2130,NULL,"Visón europeo",7,NULL,NULL
