"idgeo","nombre","transecto_padre","n_tramo","longitud_m","min_altitud","max_altitud","habitat","idprotocolo","geom","activo"
"48_1","Pitres tramo 1",48,1,244,1283,1323,"100% Mountain crops",16,"0105000020E61000000100000001020000002900000000598E3C829E0AC048A78FDCF4774240001D699E939E0AC090A9E3E7F577424080802FF4A49E0AC0485B7034F777424080C0F495BE9E0AC0582FB7CFF87742400076F2D5CD9E0AC0505FA055FA77424080EDBCB0DC9E0AC04841B905FC774240805EE323F79E0AC018A18277FD774240007EA30E0C9F0AC0F0C92B93FE77424000B3F7301B9F0AC0D0C1252D0078424080E9843A269F0AC0A001DF810278424080F0CEAE369F0AC0F05CEDD50578424000C86B493A9F0AC00023123908784240805447083B9F0AC0B835DEFA09784240806EE295389F0AC0004E76400D784240007C7EB03D9F0AC080D04E2E0F7842408093FC46439F0AC0001992E41078424080E5F8AD459F0AC0E84F11D01278424080791072469F0AC0C8E7C92D14784240806B4E1E499F0AC07079C523167842408089E08C559F0AC00828876817784240000689A3619F0AC020442CE11778424000C2E6F8759F0AC0E8A80A7D18784240004CF8C68C9F0AC01813022919784240804F2521969F0AC0E85BED9B1A7842408031C89FA09F0AC0E0CD2A0B1D784240005E481FA49F0AC0E8BDC11C1F784240009CF6949C9F0AC060AE30DD2178424000FFEC14999F0AC0588025E0227842400033C12E929F0AC058546D9F247842408055C5C3979F0AC040DE80432678424000B30CA69E9F0AC080C6AC812778424080A0320DA99F0AC0C01068D92878424000CDFA39AA9F0AC000FAE2972978424080E47E1FBF9F0AC090E7232B2A784240801A778FDB9F0AC0585E983D2A784240802E4395FA9F0AC0B8A237C32A784240007BBB6C0EA00AC080D85C4C2B784240002FC7F81EA00AC0105B02DC2B78424080D56B8C33A00AC0A08FAB5E2C78424080DC74F946A00AC070FB1CF42C78424000E773025BA00AC05804DB022E784240",True
"48_10","Pitres tramo 10",48,10,271,1362,1417,"100% Mountain crops",16,"0105000020E61000000100000001020000003000000080222CD4E1A30AC0100C16779178424080DE6021D3A30AC09036576590784240009A9884C4A30AC0704C33708F7842400078ED8BB1A30AC010F205908E784240800904B3A2A30AC018F2FE688D784240006BB26292A30AC0E8910BDD8B7842400010585F7BA30AC0D884597A8A78424080286EDA61A30AC038FEE86189784240804EBE6E4BA30AC0401A83F887784240803A51542EA30AC0283B603886784240809A958A19A30AC0C8CAF54484784240008921ED0AA30AC07051580F8378424000393D73FFA20AC060A6086B8178424000BA73D5FAA20AC078D952817F784240001979C3F7A20AC0D87EA1D07D7842408085446000A30AC0D0301C3F7C78424000BB956C0FA30AC0608EAF8E7A7842408082BE5721A30AC0B0F9C0147978424080E09B1825A30AC028021DCC7778424000B14E6F28A30AC0A892B37D76784240005002F62CA30AC0D85102F374784240006C838727A30AC0A09C5A5074784240001125F40FA30AC0E0FACCA07478424080F5B79CFCA20AC0007F19757578424000351A0AE9A20AC060C758707678424000C9C4A8C9A20AC0800B4EF17678424080BCC57CA6A20AC00846360E7778424000132D4192A20AC000CF3D2B7678424000260D5E89A20AC0A806A6AF7478424080C0C37F7DA20AC0D01FF2E772784240802BED9F6AA20AC038BA8E0171784240801BB9C44AA20AC04055D3026F78424000CE3A6935A20AC0A85CAF236D78424080BD154234A20AC0908250466B78424000682D5333A20AC0009AA15B6978424000059C1F2BA20AC0E86A099E6778424080D27FC218A20AC07053A67F6678424080B9559BF5A10AC00878A7AF6578424080A33D00D7A10AC0F82310DF6478424000AFFD2AE1A10AC0E88D7C936378424000049C78E3A10AC0B86033D76178424080A8AD55DEA10AC030AFCE3160784240004E09D4D7A10AC010CDB8ED5E78424080C048C0CCA10AC04017E5BD5D784240808C72E7C4A10AC0488892005D78424000752B44BAA10AC0302976555C78424080BCF53EAEA10AC0F05531835B7842400008FFFCA0A10AC038225E925B784240",True
"48_2","Pitres tramo 2",48,2,249,1323,1365,"100% Mountain crops",16,"0105000020E61000000100000001020000003500000000E773025BA00AC05804DB022E78424000D3CE336DA00AC0703C4D702E7842400010310283A00AC0104B49CA2E78424080EDC86597A00AC070E37A412F784240806739B7A6A00AC09855ADF92F784240001FCB39B3A00AC080BFA3563078424000A6CE0BC6A00AC088E0E2C23078424080C74D7CD1A00AC0D09CF12731784240002C6203E2A00AC0D04DD2D1317842400048ADE6EFA00AC018851D66327842400076A71FFAA00AC0F0D248163378424080B5EFF10CA10AC01070946B337842408070947A1EA10AC05083045A3478424000A63A5E2DA10AC0F0EDA77D357842400041EE224CA10AC090A1004A36784240001093A05AA10AC0189097843778424000EB9C2264A10AC0283E89653978424000B4FF6E72A10AC040F9D07F3B784240004DE5F97BA10AC0A0AE7BB93C78424080AD241483A10AC020CACF943D784240007BA83F8BA10AC0982AE97F3E78424080FC36B295A10AC0480FF5883F78424000E06FFDB9A10AC098837791407842400045B357C4A10AC018B651FD4078424080832C99D0A10AC010B1692E42784240000FDD14D8A10AC000F09E5C43784240805DB0B1D1A10AC01899F16A4478424080B7C4EABFA10AC0603F212E45784240809BEB7DA8A10AC0C0A15DE34578424000EBB12592A10AC018E5D91F47784240806FAE0B86A10AC0F8163EDE4878424000E91FE978A10AC018E9E4304B78424000058A3C6FA10AC060274E8B4D784240001207F96EA10AC0C09D9FAA4E78424000FDCCD767A10AC04029022550784240001FDCD760A10AC0608FDD005178424080452A9B58A10AC0B0500D965278424080E6D2204EA10AC0500F6FE25378424000DC9EE34DA10AC0409C239F55784240006064A154A10AC02828017B567842408033386D6DA10AC0C0C1E0325878424080BBC4F37AA10AC0D038054D5978424000948A0086A10AC09002153F5A78424080803D42A7A10AC01068C5B15A784240800256AEBAA10AC0D86FA6DC59784240004AE31FCFA10AC04086836159784240803E2773E2A10AC000510808597842400080538AE3A10AC0702B85F95878424080C873C4F4A10AC0E89CB27C587842400006F5F00FA20AC0082887685778424080CC8ED817A20AC0C81123D25678424000DCBAA519A20AC0F8D5E4E255784240807459DA16A20AC038CF1FDA54784240",True
"48_3","Pitres tramo 3",48,3,275,1360,1385,"100% Mountain crops",16,"0105000020E610000001000000010200000039000000807459DA16A20AC038CF1FDA5478424080F7B40C36A20AC0E04EC9765478424080E7F8AF46A20AC078B5C621547842400090B2E55FA20AC06836BF695378424080EEABB976A20AC0F80C7469537842408085B69993A20AC020281A8553784240001939C4A5A20AC030EAE8925378424080BBDA91B7A20AC0B870AC3A54784240003520A0CDA20AC0E8138C2C5478424000BC571AE9A20AC0F0017210547842400087DC32FEA20AC008B22602547842408081199013A30AC0C83A8A1D5478424000D4C66E25A30AC060D30D2B54784240003FCB5353A30AC0588DA49854784240004292E767A30AC028AB455855784240800F7D1E73A30AC000A365265678424000E624EF77A30AC07047F47C5778424000E6A9DE7FA30AC0806C2AA95878424080EA25E488A30AC000BAAD9C59784240803E50C793A30AC0C0C3664D5A78424080EFBDFCA4A30AC0308902D65A78424080EAAA8CBBA30AC080FEA7275B78424000CED9F8CFA30AC0C8BD7EFD5A78424000416D30E1A30AC0E02746B75A78424000E26067F1A30AC0A02AE7A45A7842408032CFDA05A40AC050679C905A78424080442FA811A40AC0D8ECDE7D5A784240804A543A1BA40AC0706A8DCC59784240004C1D6A2FA40AC098758CB9587842400005838743A40AC0A08087EB56784240802EE9254FA40AC0082829F755784240802C2FAA59A40AC058E6D4385578424080F3383766A40AC090BDAD7A54784240001263437EA40AC0C08607375378424000AB491396A40AC080A76B8852784240805D360CAFA40AC040C3DFBF51784240008A1EDCC3A40AC0403DC64751784240805C458BDBA40AC05093D00551784240003EDC24F2A40AC0D870EDEB5078424080B4D3A907A50AC028740CD2507842408070114A25A50AC098B507D3507842400046582944A50AC0C83BF1835078424080F0B7A06BA50AC070FEE51B50784240808CF92386A50AC058682DC04F784240008F5D3C98A50AC088CF2AC14F78424080ACC467ABA50AC0D81DFBC14F78424080F7ED93BFA50AC0188E5BF74F78424080E5BBD8D7A50AC0F041DB465078424000C99E07EEA50AC0F862EE7B5078424000B32E0308A60AC0D8FACC0D5178424080A5055D32A60AC0F054F99E51784240002835074AA60AC0F89352B951784240000FBB9660A60AC0A02279145278424000BEF18075A60AC060806C48527842408009BEB588A60AC0C8FA2BA352784240800E116C99A60AC0C8FA2BA352784240000C5F10A5A60AC0A885054352784240",True
"48_4","Pitres tramo 4",48,4,281,1383,1402,"100% Mountain crops",16,"0105000020E610000001000000010200000043000000000C5F10A5A60AC0A88505435278424000AA7C83BAA60AC0F81203275278424080940DF9D4A60AC0002AB4CA5178424000D1E612F0A60AC03027917F5178424080FCA72F0CA70AC09025BF27517842408071BBA425A70AC018CF08F250784240806A602F3DA70AC030889EBA507842408095459150A70AC0A04FD843507842400041D41064A70AC020B9F6F14F7842408029AAC57AA70AC06080DC9C4F784240805C14548CA70AC0885DA4554F78424080D3B430B0A70AC0482C46F04E784240004699AFC0A70AC050396FCE4E7842400027B2FFCFA70AC07032047C4E784240807E0627E4A70AC040FBB69F4D78424000A64AF9E8A70AC0D829C3164D78424080FF06DBF2A70AC0280C77594C784240807E51D8FEA70AC0389E0B9A4B78424080DD45D706A80AC078894A8D4A78424080F759A40AA80AC0D83B9DAA497842408004E0C519A80AC098EEEECE48784240807473A529A80AC078B2DCEB47784240004EDE7942A80AC008C83B4D4778424000C745FC5DA80AC048A84CB04678424080E6DAD86BA80AC020F5983445784240803DB1B678A80AC0C012D9EB4378424000CF42A78CA80AC06050D8784278424080BC538FA1A80AC0586FEA5C4178424000A8F163B0A80AC0F0791407407842400039D321C3A80AC038386A223F784240804E5CB9D7A80AC050BB5B703E784240809ECD42ECA80AC0E0B46A5B3D78424000A5D6AFFFA80AC0C04335B83C7842400034790215A90AC0E08553D73B7842400064379624A90AC0B0C746B83A78424000D689C638A90AC030B5D3B339784240804C8FEF50A90AC0C03CB37D38784240807170EE51A90AC06825AB6438784240009E101169A90AC0680DF5603778424080E2D3A376A90AC0E819F18D367842408083614984A90AC010D8C56F357842400037B07891A90AC0C85C5DDE3478424000372163A4A90AC0B8A68E62347842400072BB46B4A90AC0C06492E73378424000E2B702B9A90AC0688C343033784240007F4672C4A90AC03861E7E53178424000DD018AD0A90AC09889AC4C307842408069C5B3DBA90AC0007DD1742F78424000BAE52AE3A90AC0C8AFA5082F78424000E42E5FEAA90AC0A02964E92E78424000CB8046F8A90AC028A3F6672E7842408091C9E600AA0AC0D8BA23BC2D7842400076EB5D05AA0AC0D89E7BD72C7842408078924E06AA0AC080D56FCB2C7842400081B73811AA0AC080BBC47C2C784240805B6CAE28AA0AC0C890A62B2C78424000A8275E2BAA0AC0B0D8B62D2C78424080F782233CAA0AC008EEEE0B2C784240807E34344FAA0AC060CBB8372C78424000FFB9D765AA0AC0004DB6B42C7842408056EFA074AA0AC0C8AC4DEC2C7842408011C8D18EAA0AC028F045832D78424000386AE0A2AA0AC058ADD1E72D784240002B2A66ADAA0AC010971D2E2E78424000D88FCBBAAA0AC0F0A46DE52D78424080BA7B71C3AA0AC0D0B5B1442D784240801B0A37CAAA0AC0C06733DA2C784240",True
"48_5","Pitres tramo 5",48,5,300,1402,1450,"12.50% Holm oak forest | 87.50% Mountain crops",16,"0105000020E610000001000000010200000042000000801B0A37CAAA0AC0C06733DA2C784240803CDD04D5AA0AC08078CAC82B784240806B44CDE3AA0AC0484E7CDB2A784240009FB365F6AA0AC048F2D4112A78424000C56E4E0EAB0AC018F44A6B29784240801863832CAB0AC010919329297842400019709B4BAB0AC018218B8D297842400029A8066CAB0AC0B03DAF222A7842408063D38985AB0AC0C83964AF2978424000D42C2BA8AB0AC060C026332A7842400093774DC9AB0AC060904AD72A78424080A77BC0E3AB0AC07006194A2B7842400039AB7A03AC0AC0203F0FB32C7842408053EF5F0FAC0AC0084E8EB92D78424080F29E5613AC0AC0B0EB06C02E7842400093DBC604AC0AC0103BAFC52F78424080C933E3F8AB0AC0C005E4483078424000C3CD49F2AB0AC0982EDEAB30784240008E5D02EDAB0AC040E9C97131784240804058B1EBAB0AC010638F793278424000B9B04AF6AB0AC02035DAA23378424080B82796FBAB0AC070E708D43378424080C0F62E06AC0AC078AD4D6834784240003FE6D010AC0AC0D098C2503578424080997E6D23AC0AC028E34F293678424000D6FE1F3EAC0AC02862580537784240809BC9763FAC0AC0D08730163778424080DC736D63AC0AC070156183387842400088F5C274AC0AC0D0FDB58C39784240806A045783AC0AC0B0EA7B933A7842408040C1718BAC0AC09044568E3B78424080F05A0C95AC0AC0D0445DE03C78424000163D8596AC0AC068CCA01E3E7842408054B1F193AC0AC0F0D923093F78424000247CA89AAC0AC0C04ADC0240784240005FC1B4AAAC0AC00861EE2D41784240005A1391B5AC0AC070A0201B4278424000AB011FC3AC0AC018AD51194378424080427AE5D5AC0AC0A05284F24378424000C0767CF0AC0AC020CA7994447842408042A11C07AD0AC000B47127457842400014C3C11DAD0AC090B642DC457842408090F8E732AD0AC0A07A0D5C4678424080529CFE47AD0AC0D8C692EB4678424000ED81AC60AD0AC0E081CEFF4678424080E76DC276AD0AC0502F370647784240806543DB8AAD0AC0483CE5AD477842408093ADB999AD0AC078EDC7CA487842400024B8C6A4AD0AC0D88133984978424000D394CFB8AD0AC0F0D644FC4978424080C2B6C9D1AD0AC09094A80F4B784240807DA479E1AD0AC0908197E14B7842408036F042F1AD0AC0287DA8414C784240800C4DE613AE0AC0E88EF2244D7842400025E9832DAE0AC0E08A850D4E78424000D3B2DE3DAE0AC02891CAD54E784240803043E842AE0AC020131FC84F78424080508B4244AE0AC060B4B6DF507842400079BFD446AE0AC0F8BEEDB351784240809A931C52AE0AC0D0F9D5FB51784240809AB74F66AE0AC078259C5F5278424000AEE2526AAE0AC0688C9E14537842408008B2E277AE0AC0C057D2C95378424080DC5B1A8AAE0AC0F0BB58A15378424000A77DB79CAE0AC028C8ABED52784240003CB9E3A3AE0AC0807176C652784240",True
"48_6","Pitres tramo 6",48,6,235,1452,1475,"100% Holm oak forest",16,"0105000020E61000000100000001020000003B000000003CB9E3A3AE0AC0807176C652784240001E078BAEAE0AC0F0B3C64A5378424080946D70BAAE0AC0D0398BC05378424080C27863C7AE0AC0708E74525478424000323592CFAE0AC090A8CC115578424080C1413BDAAE0AC08842D0E055784240006B540DE6AE0AC0F89248A05678424080F4EC9BF6AE0AC0309D29235778424080983A41FBAE0AC04068053F577842408049A36C0BAF0AC0A88844555778424000D558BD21AF0AC0B82FC84C58784240002BAA7634AF0AC038358ECD5878424080908D8E4BAF0AC010E0A9C458784240007AFE2B60AF0AC028EEA3805878424000C233B074AF0AC0687F3D1F58784240809CABE381AF0AC010105AE957784240003370E792AF0AC06035B07157784240807845E395AF0AC0484FAE4F5778424080FE12199FAF0AC0D046F42657784240003FCF55A9AF0AC00065B9FD5678424000824688A9AF0AC0885618A9577842400013EE4EA4AF0AC0A069DC4A5878424000B03252A3AF0AC0900F0D075978424080DC4736A3AF0AC060A547955978424000AABE37A9AF0AC038B517645A784240805BFC54B2AF0AC0B82C393D5B78424080DEAB19C3AF0AC09851E9505B78424000B4E819D2AF0AC0087E28F95A784240809EFD39E6AF0AC0A0AA6A385B78424000FF6DB103B00AC0C0CF73095C784240807B2B1213B00AC070AC6A3A5C784240009655A31AB00AC04083F4515C78424000F11D8D27B00AC03032DAAD5C78424000A0762034B00AC020796FF85C784240002912C544B00AC038812B3E5D78424000145A4853B00AC08829504C5D78424000D389D161B00AC0A8AA763E5D784240005207FD75B00AC078F67A695D784240804DDF4289B00AC0C8CEFE545D7842400042417AA1B00AC0C841A92D5D784240802A9F69B2B00AC018A4374E5D7842400073EDFCBCB00AC0A087C5085E784240005D9952BFB00AC038F8D3FD5E7842400049146EBAB00AC06067E7FA5F78424080D3095EB0B00AC058B8B29F60784240801BE1B798B00AC0386E597461784240802209CA86B00AC0281432C26178424080A5091D6CB00AC0E04F40BF6178424000AB6E4E55B00AC0F8564F1361784240802FE13A40B00AC0380AA3D560784240009A65931FB00AC088F399EE60784240004420BF00B00AC0008FE8D86078424000004FBDE2AF0AC0F86FA5DE60784240806C5F38BEAF0AC018A2FDC160784240007BCD7591AF0AC0E81C8FC860784240002F668D72AF0AC0809848CC60784240002D6CCB55AF0AC0A821D5DD607842408005992A39AF0AC05870FB2F6178424000EE0C2523AF0AC0A03A32D061784240",True
"48_7","Pitres tramo 7",48,7,276,1459,1469,"42.25% Holm oak forest | 57.75% Mountain crops",16,"0105000020E61000000100000001020000003100000000EE0C2523AF0AC0A03A32D06178424000855FF912AF0AC0D0BB328E627842408085160707AF0AC0689048696378424080236049F9AE0AC0C09120996478424000FBEE74ECAE0AC0D0DB87126678424080037CF6DDAE0AC0183F981167784240803537DED1AE0AC048F07A2E6878424080362AE9C1AE0AC0603D7DBD687842408044CD13ACAE0AC04898FD8269784240806CBE1495AE0AC0586FB4206A7842400073CB587EAE0AC020C98F3F6B784240808CDCEC72AE0AC0E850CFED6B78424080BD47E458AE0AC010AE77876D78424000F56A0153AE0AC0884728716E78424080089DDF49AE0AC04020DC796F784240805A536A40AE0AC038066365707842408018E99634AE0AC048CDFC7C7178424080886C4825AE0AC0203948DE7278424000F2063016AE0AC0009FA5EC737842408091789F01AE0AC008A4439B74784240006D3C7AF1AD0AC030EA5FA17578424000EB84CAD1AD0AC0C87A84B67678424080881A4AC2AD0AC068890392777842408063EFDEB4AD0AC008ED12987878424000D2A10B9EAD0AC0982E3D67797842408048CA6991AD0AC000ECCA3E7A7842408054D8D77DAD0AC0B022F0487B78424000CB2D4A5CAD0AC018D8C6B97C78424080AF9AB950AD0AC0203B2DB47D78424080AFD4F73DAD0AC0A84AD8477F78424080CDCE3223AD0AC008C2FB688078424080AB233A10AD0AC040AEC23D81784240000F90F5F5AC0AC08015F1548278424080C55D99C4AC0AC008BF47498478424080278443ACAC0AC0D0373B4F85784240806699F999AC0AC078A9EEEA85784240800455B282AC0AC030DA51D98678424080DE6B7071AC0AC088BF05CA87784240800ACF6261AC0AC0D83388D2887842400086C3C84EAC0AC000E7B8CC89784240801CD45033AC0AC0C80C70888B78424080E1CA411FAC0AC0E8F1FBD18C784240805ECC3BF3AB0AC0A01BF7D98D784240000BD806D5AB0AC0E00C2A238E7842400056599CB0AB0AC058827BC18E78424000F6A3C287AB0AC0C83065828F784240807ACC4266AB0AC040959B6190784240008F796647AB0AC0F8F3B805917842400083344C35AB0AC01048249F91784240",True
"48_8","Pitres tramo 8",48,8,294,1455,1469,"100% Mountain crops",16,"0105000020E61000000100000001020000002E0000000083344C35AB0AC01048249F9178424080396BBA15AB0AC040475410927842408095D263F6AA0AC060DA6F0E9378424000D4C3B1DDAA0AC038BAE0FF93784240000BDC75C7AA0AC0085CF60F957842408053702CB3AA0AC0F8FFD912967842400059D9ED9CAA0AC090D4C3B6967842408006A71F83AA0AC0D827DC3F9778424080AA8FBF68AA0AC0386440B99778424000953D1B4FAA0AC0C84E0A23987842400027F91B31AA0AC0F8A8B81199784240001F90491BAA0AC018460A6A9A784240009B688A12AA0AC0789AA1659B78424000449ACC06AA0AC0D82166B29C78424000CCE8CBFBA90AC000A04EDC9E784240009023A5F2A90AC0A0DA41DBA0784240808B0181EAA90AC008C90695A278424000627119E6A90AC05869A676A478424000869DDBE4A90AC0E0F263C9A57842408038EEDBE3A90AC040EB08B7A778424080FA692FE4A90AC008E94333A97842400068A116E3A90AC0F8890154A978424000914079DBA90AC050DC4B96AA78424000163C1AC1A90AC018146EB5AB7842400069FEBE9DA90AC0D0650A0DAC78424000B0DB7978A90AC088E70542AC78424000C04D6A5BA90AC098EEC34EAC78424080357BAF40A90AC0C8447A59AC784240007E5DA90EA90AC078B65808AD78424000135F13F0A80AC0C0E4EEFCAD784240800774DADEA80AC060C62DB6AE7842408004DB9FC3A80AC078DC4371B0784240006655A7AAA80AC0680E2A8DB27842408044157F8DA80AC0A82AD9C3B4784240009140E677A80AC0588F3C29B6784240801F9A5864A80AC0607B33C5B778424000C93D4641A80AC008EDC150B978424080C1A96524A80AC0F8716135BA784240006AEE67FFA70AC0A8E731C5BA7842408090537BDEA70AC0E00130CEBA7842400046AF73C4A70AC060851FFFB9784240006E1B85A5A70AC0C0F256E6B878424000C9E3B587A70AC0E09825A1B7784240800578B46CA70AC030860774B678424000004ABD53A70AC098A44415B57842408055096F3FA70AC08034B53CB4784240",True
"48_9","Pitres tramo 9",48,9,247,1420,1454,"100% Mountain crops",16,"0105000020E6100000010000000102000000260000008055096F3FA70AC08034B53CB4784240003FEFCD3CA70AC02097E516B378424080104EFC32A70AC0E08F75BAB17842400036807725A70AC0B0BEA8B4B078424080AF912408A70AC070E746EEAF78424080E019BBE4A60AC0A09B930AAF78424000A3E9D5C8A60AC0E80DBD53AE784240003006E39BA60AC0F0256509AD78424080C31E3380A60AC05057BAFFAB7842408033FA0663A60AC06024DDD1AA784240004CB55B3AA60AC0B01AF7C5A97842408013E6E214A60AC098C90256A9784240001B1E9FE9A50AC040AA68E6A8784240809458D0B6A50AC0C0C95634A9784240809EAEC891A50AC0A86F5CDDA97842400070D14061A50AC010D1C56CAA78424000F82AE03BA50AC0188B5A92AA78424080A4C1300AA50AC0987FADE5AA784240003D27E8EFA40AC060131236AA78424080424FD7CEA40AC058613477A978424080F1973CBCA40AC028DF8DEEA87842408017943EB4A40AC080055E0AA878424080073CE9AAA40AC0E8E39AA2A678424080841E3EA4A40AC098159855A5784240006C40429CA40AC0C0183123A47842400043649D99A40AC030CC8055A3784240804484AA91A40AC0F8036A13A2784240805BED0877A40AC0B02A06D89F78424000B896FE62A40AC090FB1DF79E78424000BA83DD52A40AC08895EF8B9E7842408010ED604DA40AC058EACE8A9D78424080313E8A42A40AC0586CBDC09B784240000CF9953EA40AC0D8B5EB829A784240004DDFD033A40AC008FB2739997842408000335117A40AC0A800369297784240800854BD04A40AC000B3065296784240006BD58DFBA30AC01012EBBF9478424080222CD4E1A30AC0100C167791784240",True
