"transect_id","transect_nombre","cult_id","loc","cultivo","replicate","distance"
27,"G001a",3,"CANAR","CULT_3","R3",17685.2185928914
28,"G001b",3,"CANAR","CULT_3","R3",17688.0350306639
28,"G001b",1,"CANAR","CULT_1","R1",19149.710321076
28,"G001b",5,"SANJUAN","CULT_1","R1",611.985862252509
28,"G001b",4,"SANJUAN","CULT_2","R2",211.837809624356
28,"G001b",2,"CANAR","CULT_2","R2",18083.1634708874
32,"G006a",4,"SANJUAN","CULT_2","R2",260.702826681047
32,"G006a",2,"CANAR","CULT_2","R2",17994.3229969675
32,"G006a",5,"SANJUAN","CULT_1","R1",697.629310591198
32,"G006a",1,"CANAR","CULT_1","R1",19063.2917383763
32,"G006a",3,"CANAR","CULT_3","R3",17599.331437142
33,"G006b",2,"CANAR","CULT_2","R2",17992.911379074
33,"G006b",3,"CANAR","CULT_3","R3",17597.7867897753
33,"G006b",4,"SANJUAN","CULT_2","R2",281.754060200196
33,"G006b",1,"CANAR","CULT_1","R1",19059.646839117
33,"G006b",5,"SANJUAN","CULT_1","R1",664.508815137525
35,"G007a",3,"CANAR","CULT_3","R3",17554.2741319825
35,"G007a",1,"CANAR","CULT_1","R1",19018.8034474638
35,"G007a",5,"SANJUAN","CULT_1","R1",731.756365872846
35,"G007a",4,"SANJUAN","CULT_2","R2",298.85405976725
35,"G007a",2,"CANAR","CULT_2","R2",17949.2331837772
38,"G007b",1,"CANAR","CULT_1","R1",19006.6850097475
38,"G007b",3,"CANAR","CULT_3","R3",17543.8929644589
38,"G007b",2,"CANAR","CULT_2","R2",17938.9635786801
38,"G007b",4,"SANJUAN","CULT_2","R2",321.281789928045
38,"G007b",5,"SANJUAN","CULT_1","R1",710.702588848151
40,"G008a",5,"SANJUAN","CULT_1","R1",762.353641592084
40,"G008a",3,"CANAR","CULT_3","R3",17513.2955972974
40,"G008a",2,"CANAR","CULT_2","R2",17908.231272942
40,"G008a",4,"SANJUAN","CULT_2","R2",335.836524463017
40,"G008a",1,"CANAR","CULT_1","R1",18978.2444424815
42,"G008b",4,"SANJUAN","CULT_2","R2",356.828785211098
42,"G008b",3,"CANAR","CULT_3","R3",17503.0673423699
42,"G008b",2,"CANAR","CULT_2","R2",17898.1200989053
42,"G008b",5,"SANJUAN","CULT_1","R1",741.135231050423
42,"G008b",1,"CANAR","CULT_1","R1",18966.1979598055
44,"G009a",1,"CANAR","CULT_1","R1",18932.2721972475
44,"G009a",5,"SANJUAN","CULT_1","R1",802.756314877467
44,"G009a",4,"SANJUAN","CULT_2","R2",378.019670852813
44,"G009a",2,"CANAR","CULT_2","R2",17861.4467366502
44,"G009a",3,"CANAR","CULT_3","R3",17466.5564935148
46,"G009b",1,"CANAR","CULT_1","R1",18914.637767344
46,"G009b",5,"SANJUAN","CULT_1","R1",784.493238124604
46,"G009b",4,"SANJUAN","CULT_2","R2",402.657172999133
46,"G009b",2,"CANAR","CULT_2","R2",17845.878272338
46,"G009b",3,"CANAR","CULT_3","R3",17450.8619170027
47,"G010a",2,"CANAR","CULT_2","R2",17810.087860244
47,"G010a",3,"CANAR","CULT_3","R3",17415.1870680676
47,"G010a",4,"SANJUAN","CULT_2","R2",429.025628884273
47,"G010a",5,"SANJUAN","CULT_1","R1",834.657530245442
47,"G010a",1,"CANAR","CULT_1","R1",18880.8109932826
49,"G010b",1,"CANAR","CULT_1","R1",18869.7597243728
49,"G010b",5,"SANJUAN","CULT_1","R1",816.615556241399
49,"G010b",4,"SANJUAN","CULT_2","R2",445.691145009126
49,"G010b",2,"CANAR","CULT_2","R2",17800.8883266653
49,"G010b",3,"CANAR","CULT_3","R3",17405.8749293188
52,"G011a",5,"SANJUAN","CULT_1","R1",870.439135139936
52,"G011a",1,"CANAR","CULT_1","R1",18837.3034865847
52,"G011a",4,"SANJUAN","CULT_2","R2",471.112145428195
52,"G011a",2,"CANAR","CULT_2","R2",17766.1282614999
52,"G011a",3,"CANAR","CULT_3","R3",17371.2513115845
51,"G011b",5,"SANJUAN","CULT_1","R1",854.356513104829
51,"G011b",2,"CANAR","CULT_2","R2",17752.757110878
51,"G011b",3,"CANAR","CULT_3","R3",17357.7570447698
51,"G011b",1,"CANAR","CULT_1","R1",18821.917929351
51,"G011b",4,"SANJUAN","CULT_2","R2",491.404810527759
336,"G012a",1,"CANAR","CULT_1","R1",18786.6403126139
336,"G012a",5,"SANJUAN","CULT_1","R1",908.346421844482
336,"G012a",3,"CANAR","CULT_3","R3",17320.4242530135
336,"G012a",2,"CANAR","CULT_2","R2",17715.2951474449
336,"G012a",4,"SANJUAN","CULT_2","R2",521.144606751518
337,"G012b",5,"SANJUAN","CULT_1","R1",890.510866657361
337,"G012b",1,"CANAR","CULT_1","R1",18776.6881299846
337,"G012b",3,"CANAR","CULT_3","R3",17312.2996409486
337,"G012b",2,"CANAR","CULT_2","R2",17707.2892305559
337,"G012b",4,"SANJUAN","CULT_2","R2",535.142316406439
338,"G013a",4,"SANJUAN","CULT_2","R2",556.998022275686
338,"G013a",2,"CANAR","CULT_2","R2",17678.7938482227
338,"G013a",3,"CANAR","CULT_3","R3",17283.9317631495
338,"G013a",1,"CANAR","CULT_1","R1",18750.3341141486
338,"G013a",5,"SANJUAN","CULT_1","R1",937.199816986682
339,"G013b",1,"CANAR","CULT_1","R1",18745.0509422292
339,"G013b",3,"CANAR","CULT_3","R3",17280.6092610772
339,"G013b",5,"SANJUAN","CULT_1","R1",914.902135994123
339,"G013b",4,"SANJUAN","CULT_2","R2",566.189788441222
339,"G013b",2,"CANAR","CULT_2","R2",17675.5983018084
322,"G014a",2,"CANAR","CULT_2","R2",18124.5835134717
322,"G014a",3,"CANAR","CULT_3","R3",17731.554175311
322,"G014a",4,"SANJUAN","CULT_2","R2",320.932696326967
322,"G014a",5,"SANJUAN","CULT_1","R1",1141.10498569861
322,"G014a",1,"CANAR","CULT_1","R1",19222.4526635043
321,"G014b",3,"CANAR","CULT_3","R3",17761.200817025
321,"G014b",1,"CANAR","CULT_1","R1",19250.8324713079
321,"G014b",5,"SANJUAN","CULT_1","R1",1108.68464731241
321,"G014b",4,"SANJUAN","CULT_2","R2",282.064332150773
321,"G014b",2,"CANAR","CULT_2","R2",18154.3296137315
129,"G020a",1,"CANAR","CULT_1","R1",19208.836332854
129,"G020a",2,"CANAR","CULT_2","R2",18111.8390131405
129,"G020a",4,"SANJUAN","CULT_2","R2",322.113942244461
129,"G020a",3,"CANAR","CULT_3","R3",17718.7431569049
129,"G020a",5,"SANJUAN","CULT_1","R1",1128.06591593962
323,"G020b",5,"SANJUAN","CULT_1","R1",1098.08348092313
323,"G020b",1,"CANAR","CULT_1","R1",19239.6970533005
323,"G020b",2,"CANAR","CULT_2","R2",18143.8894792816
323,"G020b",4,"SANJUAN","CULT_2","R2",284.204239884057
323,"G020b",3,"CANAR","CULT_3","R3",17750.7080931125
324,"G021a",2,"CANAR","CULT_2","R2",18096.6653486108
324,"G021a",3,"CANAR","CULT_3","R3",17703.4365896791
324,"G021a",1,"CANAR","CULT_1","R1",19191.8907422578
324,"G021a",5,"SANJUAN","CULT_1","R1",1099.46260695225
324,"G021a",4,"SANJUAN","CULT_2","R2",304.631419180466
325,"G021b",2,"CANAR","CULT_2","R2",18114.1219037195
325,"G021b",3,"CANAR","CULT_3","R3",17720.7815530238
325,"G021b",1,"CANAR","CULT_1","R1",19207.803296597
325,"G021b",5,"SANJUAN","CULT_1","R1",1066.31958102918
325,"G021b",4,"SANJUAN","CULT_2","R2",271.088013864484
326,"G022a",3,"CANAR","CULT_3","R3",17627.4044574777
326,"G022a",1,"CANAR","CULT_1","R1",19115.4607446297
326,"G022a",5,"SANJUAN","CULT_1","R1",1115.23888287916
326,"G022a",4,"SANJUAN","CULT_2","R2",349.471142884229
326,"G022a",2,"CANAR","CULT_2","R2",18020.67241417
134,"G022b",4,"SANJUAN","CULT_2","R2",313.685081585244
134,"G022b",3,"CANAR","CULT_3","R3",17651.4347504102
134,"G022b",2,"CANAR","CULT_2","R2",18044.8049946462
134,"G022b",5,"SANJUAN","CULT_1","R1",1081.53891464258
134,"G022b",1,"CANAR","CULT_1","R1",19138.1631070111
135,"G023a",1,"CANAR","CULT_1","R1",19057.7799685683
135,"G023a",5,"SANJUAN","CULT_1","R1",1124.97277055323
135,"G023a",4,"SANJUAN","CULT_2","R2",386.015705909792
135,"G023a",2,"CANAR","CULT_2","R2",17963.6325457077
135,"G023a",3,"CANAR","CULT_3","R3",17570.3123244975
327,"G023b",3,"CANAR","CULT_3","R3",17597.5622342681
327,"G023b",2,"CANAR","CULT_2","R2",17990.9854188504
327,"G023b",4,"SANJUAN","CULT_2","R2",348.280813098522
327,"G023b",5,"SANJUAN","CULT_1","R1",1089.14102631796
327,"G023b",1,"CANAR","CULT_1","R1",19083.681774871
137,"G024a",1,"CANAR","CULT_1","R1",18986.5629927605
137,"G024a",5,"SANJUAN","CULT_1","R1",1150.16891326982
137,"G024a",4,"SANJUAN","CULT_2","R2",443.878528438741
137,"G024a",2,"CANAR","CULT_2","R2",17892.5950499085
137,"G024a",3,"CANAR","CULT_3","R3",17499.2550868656
328,"G024b",3,"CANAR","CULT_3","R3",17511.6800320012
328,"G024b",2,"CANAR","CULT_2","R2",17905.1573533999
328,"G024b",4,"SANJUAN","CULT_2","R2",416.420836184933
328,"G024b",5,"SANJUAN","CULT_1","R1",1112.35654821297
328,"G024b",1,"CANAR","CULT_1","R1",18997.213234629
335,"G025a",1,"CANAR","CULT_1","R1",18927.583476851
335,"G025a",3,"CANAR","CULT_3","R3",17441.16433234
335,"G025a",2,"CANAR","CULT_2","R2",17834.579832113
335,"G025a",4,"SANJUAN","CULT_2","R2",487.419801309781
335,"G025a",5,"SANJUAN","CULT_1","R1",1159.6480139475
140,"G025b",2,"CANAR","CULT_2","R2",17855.6166257906
140,"G025b",3,"CANAR","CULT_3","R3",17462.1053384147
140,"G025b",1,"CANAR","CULT_1","R1",18947.2636772163
140,"G025b",5,"SANJUAN","CULT_1","R1",1127.4697805495
140,"G025b",4,"SANJUAN","CULT_2","R2",458.426376759555
141,"G026a",3,"CANAR","CULT_3","R3",17400.464057981
141,"G026a",1,"CANAR","CULT_1","R1",18886.6347311601
141,"G026a",5,"SANJUAN","CULT_1","R1",1174.76166576563
141,"G026a",4,"SANJUAN","CULT_2","R2",522.793093019421
141,"G026a",2,"CANAR","CULT_2","R2",17793.903055047
142,"G026b",2,"CANAR","CULT_2","R2",17805.5920126013
142,"G026b",1,"CANAR","CULT_1","R1",18896.669272601
142,"G026b",3,"CANAR","CULT_3","R3",17412.0353019511
142,"G026b",5,"SANJUAN","CULT_1","R1",1142.29787282146
142,"G026b",4,"SANJUAN","CULT_2","R2",501.503347554957
144,"G027a",2,"CANAR","CULT_2","R2",17732.1636455005
144,"G027a",3,"CANAR","CULT_3","R3",17338.6781129932
144,"G027a",4,"SANJUAN","CULT_2","R2",577.098985970979
144,"G027a",5,"SANJUAN","CULT_1","R1",1197.70924791977
144,"G027a",1,"CANAR","CULT_1","R1",18824.3305910771
143,"G027b",5,"SANJUAN","CULT_1","R1",1166.79316151258
143,"G027b",3,"CANAR","CULT_3","R3",17348.85157811
143,"G027b",4,"SANJUAN","CULT_2","R2",558.769945423647
143,"G027b",2,"CANAR","CULT_2","R2",17742.4528991797
143,"G027b",1,"CANAR","CULT_1","R1",18832.9866470207
110,"G028a",4,"SANJUAN","CULT_2","R2",752.839078876536
110,"G028a",3,"CANAR","CULT_3","R3",17379.4978554184
110,"G028a",1,"CANAR","CULT_1","R1",18883.2745436908
110,"G028a",5,"SANJUAN","CULT_1","R1",1508.25208593893
110,"G028a",2,"CANAR","CULT_2","R2",17771.4600811862
145,"G028b",2,"CANAR","CULT_2","R2",17804.0014152927
145,"G028b",5,"SANJUAN","CULT_1","R1",1476.47482818882
145,"G028b",1,"CANAR","CULT_1","R1",18914.7060903512
145,"G028b",3,"CANAR","CULT_3","R3",17411.9508758883
145,"G028b",4,"SANJUAN","CULT_2","R2",715.851170569227
113,"G032a",2,"CANAR","CULT_2","R2",17691.8368739907
113,"G032a",3,"CANAR","CULT_3","R3",17299.7510536779
113,"G032a",4,"SANJUAN","CULT_2","R2",788.497563590662
113,"G032a",5,"SANJUAN","CULT_1","R1",1516.13195825576
113,"G032a",1,"CANAR","CULT_1","R1",18802.2511840212
148,"G032b",5,"SANJUAN","CULT_1","R1",1482.39873262212
148,"G032b",1,"CANAR","CULT_1","R1",18820.6286748222
148,"G032b",3,"CANAR","CULT_3","R3",17319.4847310745
148,"G032b",2,"CANAR","CULT_2","R2",17711.688873191
148,"G032b",4,"SANJUAN","CULT_2","R2",755.187704935719
151,"G033a",1,"CANAR","CULT_1","R1",18748.0855770155
151,"G033a",2,"CANAR","CULT_2","R2",17638.3951456247
151,"G033a",4,"SANJUAN","CULT_2","R2",819.201318106847
151,"G033a",3,"CANAR","CULT_3","R3",17246.24461569
151,"G033a",5,"SANJUAN","CULT_1","R1",1527.79595655588
150,"G033b",2,"CANAR","CULT_2","R2",17660.1801130838
150,"G033b",1,"CANAR","CULT_1","R1",18768.2980123814
150,"G033b",5,"SANJUAN","CULT_1","R1",1491.46294059441
150,"G033b",4,"SANJUAN","CULT_2","R2",783.81386433644
150,"G033b",3,"CANAR","CULT_3","R3",17267.9041909618
117,"G034a",1,"CANAR","CULT_1","R1",18701.8687973719
117,"G034a",2,"CANAR","CULT_2","R2",17592.8709811262
117,"G034a",4,"SANJUAN","CULT_2","R2",846.554269881526
117,"G034a",5,"SANJUAN","CULT_1","R1",1538.07263816943
117,"G034a",3,"CANAR","CULT_3","R3",17200.6593946892
152,"G034b",2,"CANAR","CULT_2","R2",17607.5508724276
152,"G034b",4,"SANJUAN","CULT_2","R2",815.661273762078
152,"G034b",5,"SANJUAN","CULT_1","R1",1502.53604494853
152,"G034b",1,"CANAR","CULT_1","R1",18714.813105047
152,"G034b",3,"CANAR","CULT_3","R3",17215.2007373859
118,"G035a",2,"CANAR","CULT_2","R2",17537.2634895892
118,"G035a",1,"CANAR","CULT_1","R1",18644.8751606507
118,"G035a",5,"SANJUAN","CULT_1","R1",1544.05187678419
118,"G035a",4,"SANJUAN","CULT_2","R2",876.859303173752
118,"G035a",3,"CANAR","CULT_3","R3",17144.9342034753
119,"G035b",3,"CANAR","CULT_3","R3",17160.4355400348
119,"G035b",1,"CANAR","CULT_1","R1",18658.8557258429
119,"G035b",5,"SANJUAN","CULT_1","R1",1509.58667840144
119,"G035b",4,"SANJUAN","CULT_2","R2",847.317273556521
119,"G035b",2,"CANAR","CULT_2","R2",17552.8951626415
121,"G036a",5,"SANJUAN","CULT_1","R1",1544.73750798554
121,"G036a",1,"CANAR","CULT_1","R1",18603.002390662
121,"G036a",4,"SANJUAN","CULT_2","R2",898.737940260008
121,"G036a",2,"CANAR","CULT_2","R2",17496.6597213797
121,"G036a",3,"CANAR","CULT_3","R3",17104.224726386
156,"G036b",5,"SANJUAN","CULT_1","R1",1505.36981295304
156,"G036b",1,"CANAR","CULT_1","R1",18621.9519108779
156,"G036b",4,"SANJUAN","CULT_2","R2",864.378954326662
156,"G036b",2,"CANAR","CULT_2","R2",17517.4126049034
156,"G036b",3,"CANAR","CULT_3","R3",17124.8370279394
122,"G037a",3,"CANAR","CULT_3","R3",17045.1238410355
122,"G037a",2,"CANAR","CULT_2","R2",17437.6103543233
122,"G037a",4,"SANJUAN","CULT_2","R2",944.833841815979
122,"G037a",1,"CANAR","CULT_1","R1",18543.381338455
122,"G037a",5,"SANJUAN","CULT_1","R1",1568.00835227276
159,"G037b",4,"SANJUAN","CULT_2","R2",918.59794290762
159,"G037b",5,"SANJUAN","CULT_1","R1",1535.40902671664
159,"G037b",1,"CANAR","CULT_1","R1",18556.2814846159
159,"G037b",2,"CANAR","CULT_2","R2",17452.1126200098
159,"G037b",3,"CANAR","CULT_3","R3",17059.5012834111
124,"G038a",1,"CANAR","CULT_1","R1",18458.7045634389
124,"G038a",3,"CANAR","CULT_3","R3",16961.6583039269
124,"G038a",2,"CANAR","CULT_2","R2",17354.2579375825
124,"G038a",5,"SANJUAN","CULT_1","R1",1596.69228794074
124,"G038a",4,"SANJUAN","CULT_2","R2",1008.615406104
161,"G038b",5,"SANJUAN","CULT_1","R1",1559.47630909706
161,"G038b",3,"CANAR","CULT_3","R3",16988.8996492422
161,"G038b",2,"CANAR","CULT_2","R2",17381.6073603085
161,"G038b",4,"SANJUAN","CULT_2","R2",973.335171262631
161,"G038b",1,"CANAR","CULT_1","R1",18484.6343242589
396,"H001",3,"CANAR","CULT_3","R3",231.999089141732
396,"H001",2,"CANAR","CULT_2","R2",498.753434200274
396,"H001",4,"SANJUAN","CULT_2","R2",17750.8769464668
396,"H001",5,"SANJUAN","CULT_1","R1",17892.2279752909
396,"H001",1,"CANAR","CULT_1","R1",1692.07170106363
414,"H002",3,"CANAR","CULT_3","R3",253.667285831731
414,"H002",2,"CANAR","CULT_2","R2",427.110802197942
414,"H002",4,"SANJUAN","CULT_2","R2",17840.6997252544
414,"H002",5,"SANJUAN","CULT_1","R1",17979.9618671421
414,"H002",1,"CANAR","CULT_1","R1",1590.027745509
426,"H003",2,"CANAR","CULT_2","R2",298.30833025742
426,"H003",1,"CANAR","CULT_1","R1",957.048819920726
426,"H003",3,"CANAR","CULT_3","R3",707.122148897874
426,"H003",5,"SANJUAN","CULT_1","R1",18542.4187696251
426,"H003",4,"SANJUAN","CULT_2","R2",18414.4397734623
398,"H004",3,"CANAR","CULT_3","R3",905.966541210674
398,"H004",2,"CANAR","CULT_2","R2",488.582406924142
398,"H004",4,"SANJUAN","CULT_2","R2",18503.5342602707
398,"H004",5,"SANJUAN","CULT_1","R1",18624.1813542142
398,"H004",1,"CANAR","CULT_1","R1",819.92930044313
412,"H006",4,"SANJUAN","CULT_2","R2",17792.6880692516
412,"H006",5,"SANJUAN","CULT_1","R1",17938.7480073267
412,"H006",1,"CANAR","CULT_1","R1",1705.22268838072
412,"H006",3,"CANAR","CULT_3","R3",109.45756338626
412,"H006",2,"CANAR","CULT_2","R2",445.786817625228
413,"H007",4,"SANJUAN","CULT_2","R2",17793.7338901723
413,"H007",3,"CANAR","CULT_3","R3",127.009176428805
413,"H007",2,"CANAR","CULT_2","R2",444.660889089234
413,"H007",5,"SANJUAN","CULT_1","R1",17938.9607030514
413,"H007",1,"CANAR","CULT_1","R1",1694.76213010804
419,"H008",4,"SANJUAN","CULT_2","R2",18195.044278286
419,"H008",3,"CANAR","CULT_3","R3",414.106613570608
419,"H008",1,"CANAR","CULT_1","R1",1238.35743932855
419,"H008",5,"SANJUAN","CULT_1","R1",18331.161506167
419,"H008",2,"CANAR","CULT_2","R2",225.186395981665
415,"H009",4,"SANJUAN","CULT_2","R2",18065.4763698272
415,"H009",1,"CANAR","CULT_1","R1",1311.18115097298
415,"H009",2,"CANAR","CULT_2","R2",391.269624211667
415,"H009",3,"CANAR","CULT_3","R3",474.941665798153
415,"H009",5,"SANJUAN","CULT_1","R1",18196.7453439602
392,"H011",3,"CANAR","CULT_3","R3",110.128009720925
392,"H011",2,"CANAR","CULT_2","R2",463.543420642751
392,"H011",4,"SANJUAN","CULT_2","R2",17775.3915574507
392,"H011",5,"SANJUAN","CULT_1","R1",17921.9474620023
392,"H011",1,"CANAR","CULT_1","R1",1726.05242907287
417,"H012",5,"SANJUAN","CULT_1","R1",18282.9913071363
417,"H012",1,"CANAR","CULT_1","R1",1267.2056709081
417,"H012",3,"CANAR","CULT_3","R3",417.559357401736
417,"H012",2,"CANAR","CULT_2","R2",274.192742375323
417,"H012",4,"SANJUAN","CULT_2","R2",18148.1215521186
420,"H013",2,"CANAR","CULT_2","R2",192.027746375218
420,"H013",1,"CANAR","CULT_1","R1",1194.71345767348
420,"H013",5,"SANJUAN","CULT_1","R1",18385.525221418
420,"H013",4,"SANJUAN","CULT_2","R2",18249.0614717843
420,"H013",3,"CANAR","CULT_3","R3",439.735454032954
418,"H014",3,"CANAR","CULT_3","R3",409.611131613124
418,"H014",2,"CANAR","CULT_2","R2",256.293975027171
418,"H014",5,"SANJUAN","CULT_1","R1",18294.7170827984
418,"H014",4,"SANJUAN","CULT_2","R2",18159.2560056117
418,"H014",1,"CANAR","CULT_1","R1",1263.25502870825
422,"H015",3,"CANAR","CULT_3","R3",924.317969808097
422,"H015",1,"CANAR","CULT_1","R1",908.708589093539
422,"H015",5,"SANJUAN","CULT_1","R1",18517.5531340271
422,"H015",4,"SANJUAN","CULT_2","R2",18400.4185517011
422,"H015",2,"CANAR","CULT_2","R2",572.560936398851
425,"H016",2,"CANAR","CULT_2","R2",505.23985141441
425,"H016",1,"CANAR","CULT_1","R1",847.300722304874
425,"H016",5,"SANJUAN","CULT_1","R1",18591.316111763
425,"H016",3,"CANAR","CULT_3","R3",903.791678230521
425,"H016",4,"SANJUAN","CULT_2","R2",18471.4789417939
424,"H017",4,"SANJUAN","CULT_2","R2",18438.9548439776
424,"H017",5,"SANJUAN","CULT_1","R1",18560.238344341
424,"H017",3,"CANAR","CULT_3","R3",855.680345676913
424,"H017",2,"CANAR","CULT_2","R2",467.142765998198
424,"H017",1,"CANAR","CULT_1","R1",886.183825492022
427,"H018",4,"SANJUAN","CULT_2","R2",18441.8332017749
427,"H018",2,"CANAR","CULT_2","R2",331.728512035862
427,"H018",1,"CANAR","CULT_1","R1",919.990776546074
427,"H018",5,"SANJUAN","CULT_1","R1",18568.4792207861
427,"H018",3,"CANAR","CULT_3","R3",750.136877026658
393,"H019",1,"CANAR","CULT_1","R1",1763.41497484117
393,"H019",3,"CANAR","CULT_3","R3",145.924966870965
393,"H019",2,"CANAR","CULT_2","R2",507.726308070483
393,"H019",4,"SANJUAN","CULT_2","R2",17730.9737360603
393,"H019",5,"SANJUAN","CULT_1","R1",17877.3997154436
394,"H020",3,"CANAR","CULT_3","R3",117.405604867091
394,"H020",1,"CANAR","CULT_1","R1",1750.60578320214
394,"H020",5,"SANJUAN","CULT_1","R1",17901.2970227585
394,"H020",4,"SANJUAN","CULT_2","R2",17754.215316357
394,"H020",2,"CANAR","CULT_2","R2",485.481115054241
395,"H021",1,"CANAR","CULT_1","R1",1793.62535581339
395,"H021",5,"SANJUAN","CULT_1","R1",17867.6787655531
395,"H021",4,"SANJUAN","CULT_2","R2",17719.4974628258
395,"H021",3,"CANAR","CULT_3","R3",134.220575048391
395,"H021",2,"CANAR","CULT_2","R2",522.647460938264
416,"H022",5,"SANJUAN","CULT_1","R1",18390.070225301
416,"H022",3,"CANAR","CULT_3","R3",608.59594426605
416,"H022",2,"CANAR","CULT_2","R2",330.087837818179
416,"H022",4,"SANJUAN","CULT_2","R2",18261.5128034761
416,"H022",1,"CANAR","CULT_1","R1",1105.05601941401
421,"H023",1,"CANAR","CULT_1","R1",1190.00535992964
421,"H023",3,"CANAR","CULT_3","R3",449.652320367332
421,"H023",2,"CANAR","CULT_2","R2",203.713395824926
421,"H023",4,"SANJUAN","CULT_2","R2",18246.3802977224
421,"H023",5,"SANJUAN","CULT_1","R1",18382.2352977781
397,"H024",2,"CANAR","CULT_2","R2",639.247895312051
397,"H024",5,"SANJUAN","CULT_1","R1",18497.7147317124
397,"H024",1,"CANAR","CULT_1","R1",922.870463871315
397,"H024",4,"SANJUAN","CULT_2","R2",18383.1892447033
397,"H024",3,"CANAR","CULT_3","R3",974.298332995408
423,"H025",4,"SANJUAN","CULT_2","R2",18299.0080447405
423,"H025",3,"CANAR","CULT_3","R3",973.070958193758
423,"H025",2,"CANAR","CULT_2","R2",685.199222775007
423,"H025",5,"SANJUAN","CULT_1","R1",18412.13598057
423,"H025",1,"CANAR","CULT_1","R1",1007.48081805358
428,"H026",1,"CANAR","CULT_1","R1",1061.5653141368
428,"H026",4,"SANJUAN","CULT_2","R2",18314.7121974888
428,"H026",2,"CANAR","CULT_2","R2",288.494185129927
428,"H026",3,"CANAR","CULT_3","R3",620.612224377643
428,"H026",5,"SANJUAN","CULT_1","R1",18444.0274250148
429,"H027",3,"CANAR","CULT_3","R3",619.090251094133
429,"H027",5,"SANJUAN","CULT_1","R1",18432.3576668131
429,"H027",4,"SANJUAN","CULT_2","R2",18303.2763333019
429,"H027",2,"CANAR","CULT_2","R2",298.643324697881
429,"H027",1,"CANAR","CULT_1","R1",1070.19474004285
228,"P001",3,"CANAR","CULT_3","R3",1707.48054621818
228,"P001",2,"CANAR","CULT_2","R2",1174.41674671672
228,"P001",4,"SANJUAN","CULT_2","R2",19424.1600252597
228,"P001",5,"SANJUAN","CULT_1","R1",19538.2141127542
228,"P001",1,"CANAR","CULT_1","R1",28.0814991083228
227,"P002",5,"SANJUAN","CULT_1","R1",19605.3573660222
227,"P002",2,"CANAR","CULT_2","R2",1223.37857263814
227,"P002",1,"CANAR","CULT_1","R1",33.7762188995551
227,"P002",4,"SANJUAN","CULT_2","R2",19490.8229340827
227,"P002",3,"CANAR","CULT_3","R3",1755.92196307755
229,"P003",1,"CANAR","CULT_1","R1",1.76238311159809
229,"P003",3,"CANAR","CULT_3","R3",1703.35204214361
229,"P003",2,"CANAR","CULT_2","R2",1170.73696900917
229,"P003",4,"SANJUAN","CULT_2","R2",19375.5561351089
229,"P003",5,"SANJUAN","CULT_1","R1",19487.2814124828
239,"P004",2,"CANAR","CULT_2","R2",33.2857559993704
239,"P004",3,"CANAR","CULT_3","R3",312.029344427839
239,"P004",4,"SANJUAN","CULT_2","R2",18314.3188923523
239,"P004",5,"SANJUAN","CULT_1","R1",18462.5415577148
239,"P004",1,"CANAR","CULT_1","R1",1306.17318873246
292,"P005",5,"SANJUAN","CULT_1","R1",18066.4948347658
292,"P005",1,"CANAR","CULT_1","R1",1699.12016120617
292,"P005",3,"CANAR","CULT_3","R3",30.7772968497148
292,"P005",2,"CANAR","CULT_2","R2",318.48425959081
292,"P005",4,"SANJUAN","CULT_2","R2",17913.2072984896
290,"P006",1,"CANAR","CULT_1","R1",1648.06051172798
290,"P006",5,"SANJUAN","CULT_1","R1",18133.8919861683
290,"P006",4,"SANJUAN","CULT_2","R2",17980.4704527596
290,"P006",2,"CANAR","CULT_2","R2",251.382718592763
290,"P006",3,"CANAR","CULT_3","R3",20.4413259018529
267,"P007",2,"CANAR","CULT_2","R2",257.891539272982
267,"P007",4,"SANJUAN","CULT_2","R2",18824.3006780188
267,"P007",5,"SANJUAN","CULT_1","R1",18971.0623316455
267,"P007",3,"CANAR","CULT_3","R3",811.885161406264
267,"P007",1,"CANAR","CULT_1","R1",924.111935403499
231,"P008",5,"SANJUAN","CULT_1","R1",19544.66119005
231,"P008",3,"CANAR","CULT_3","R3",1678.86643187723
231,"P008",2,"CANAR","CULT_2","R2",1146.43419606547
231,"P008",4,"SANJUAN","CULT_2","R2",19428.3747673393
231,"P008",1,"CANAR","CULT_1","R1",31.6200582797096
230,"P009",1,"CANAR","CULT_1","R1",25.1096587875074
230,"P009",2,"CANAR","CULT_2","R2",1241.75580594155
230,"P009",4,"SANJUAN","CULT_2","R2",19488.8292120982
230,"P009",5,"SANJUAN","CULT_1","R1",19601.9354744413
230,"P009",3,"CANAR","CULT_3","R3",1774.71782247446
232,"P010",1,"CANAR","CULT_1","R1",27.4445582198034
232,"P010",3,"CANAR","CULT_3","R3",1729.6135781624
232,"P010",2,"CANAR","CULT_2","R2",1198.64297865272
232,"P010",4,"SANJUAN","CULT_2","R2",19500.7802246465
232,"P010",5,"SANJUAN","CULT_1","R1",19617.8365375129
237,"P011",5,"SANJUAN","CULT_1","R1",18531.5255103548
237,"P011",1,"CANAR","CULT_1","R1",1296.83753842321
237,"P011",4,"SANJUAN","CULT_2","R2",18380.6833812546
237,"P011",2,"CANAR","CULT_2","R2",21.2609231021239
237,"P011",3,"CANAR","CULT_3","R3",358.448203752212
