id,altitud,tipo,subtipo,localidad,nombre,especie,altura,eje_mayor,eje_menor,diametro_base,porcentaje_herbivoria,origen,edad,cesped,tipo_individuo,edad_interpolada,tree_class,tree_type,size_category,crop_code
25643,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,500,NA,NA,30,NA,semilla,NA,f,ADULTO,103,tree_large,adult,size500,SJ1
25655,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,550,NA,NA,23,NA,semilla,NA,f,ADULTO,113,tree_large,adult,size750,SJ1
25649,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,700,NA,NA,19,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ1
25654,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,700,NA,NA,29,NA,semilla,NA,f,ADULTO,144,tree_large,adult,size750,SJ1
25640,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,800,NA,NA,24,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ1
25642,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,800,NA,NA,23,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ1
25653,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,800,NA,NA,30,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ1
25646,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,850,NA,NA,24,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ1
25648,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,850,NA,NA,29,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ1
25644,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,850,NA,NA,29,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ1
25657,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,90,400,300,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ1
25647,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,900,NA,NA,40,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ1
25650,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,900,NA,NA,30,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ1
25652,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,900,NA,NA,26,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ1
25645,1629,ROBLEDAL,ROBLEDAL,SANJUAN,A024,roble,950,NA,NA,38,NA,semilla,NA,f,ADULTO,195,tree_large,adult,size1000,SJ1
23210,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1000,NA,NA,40,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
23211,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1000,NA,NA,31,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
23215,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1100,NA,NA,47,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
23214,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1100,NA,NA,38,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
23218,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,120,200,160,4,NA,rebrote,NA,t,ADULTO,25,sapling_large,juvenile,size120,SJ2
23209,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1200,NA,NA,48,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
23216,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,1200,NA,NA,50,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
23217,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,180,500,400,3,NA,rebrote,NA,t,ADULTO,37,sapling_large,juvenile,size500,SJ2
23212,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,700,NA,NA,25,NA,semilla,NA,f,ADULTO,144,tree_large,adult,size750,SJ2
23208,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,800,NA,NA,33,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ2
23206,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,900,NA,NA,38,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
23207,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,900,NA,NA,40,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
23213,1641,ROBLEDAL,ROBLEDAL,SANJUAN,A026,roble,900,NA,NA,37,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25736,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,100,170,110,2.5,NA,rebrote,NA,t,ADULTO,21,sapling_large,juvenile,size120,SJ2
25700,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,32,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25703,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,30,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25704,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,32,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25705,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,32,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25706,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,32,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25720,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1000,NA,NA,31,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25739,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,102,200,175,1.5,NA,rebrote,NA,t,ADULTO,22,seedling_large,juvenile,size120,SJ2
25731,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,110,107,57,1.5,NA,rebrote,NA,t,ADULTO,23,seedling_large,juvenile,size120,SJ2
25711,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,1100,NA,NA,37,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
25740,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,123,110,78,2.5,NA,rebrote,NA,t,ADULTO,26,sapling_large,juvenile,size150,SJ2
25712,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,130,120,110,2,NA,semilla,NA,f,ADULTO,27,sapling_small,juvenile,size150,SJ2
25743,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,130,180,130,2.5,NA,rebrote,NA,t,ADULTO,27,sapling_large,juvenile,size150,SJ2
25737,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,140,260,220,3.5,NA,rebrote,NA,t,ADULTO,29,sapling_large,juvenile,size150,SJ2
25738,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,150,300,200,3,NA,rebrote,NA,t,ADULTO,31,sapling_large,juvenile,size150,SJ2
25722,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,30,60,40,0,NA,semilla,NA,f,JUVENIL,7,seedling_large,juvenile,size30,SJ2
25732,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,47,250,170,2.5,NA,rebrote,NA,t,JUVENIL,10,sapling_large,juvenile,size60,SJ2
25733,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,48,150,150,2.5,NA,rebrote,NA,t,JUVENIL,10,sapling_large,juvenile,size60,SJ2
25730,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,49,73,43,1,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
25734,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,50,170,112,2.5,NA,rebrote,NA,t,JUVENIL,11,sapling_large,juvenile,size60,SJ2
25742,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,52,300,200,2,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
25735,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,60,290,200,1,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
25741,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,60,140,60,1.3,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
25696,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,25,NA,semilla,NA,f,ADULTO,124,tree_large,adult,size750,SJ2
25716,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,25,NA,semilla,NA,f,ADULTO,124,tree_large,adult,size750,SJ2
25717,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,25,NA,semilla,NA,f,ADULTO,124,tree_large,adult,size750,SJ2
25718,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,21,NA,semilla,NA,f,ADULTO,124,tree_medium,adult,size750,SJ2
25728,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,25,NA,semilla,NA,f,ADULTO,124,tree_large,adult,size750,SJ2
25702,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,600,NA,NA,13,NA,semilla,NA,f,ADULTO,124,tree_medium,adult,size750,SJ2
25707,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,67,100,90,1,NA,semilla,NA,f,JUVENIL,14,seedling_large,juvenile,size90,SJ2
25701,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,700,NA,NA,15,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
25723,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,700,NA,NA,22,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
25695,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,750,NA,NA,16,NA,semilla,NA,f,ADULTO,154,tree_medium,adult,size750,SJ2
25714,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,750,NA,NA,16,NA,semilla,NA,f,ADULTO,154,tree_medium,adult,size750,SJ2
25729,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,78,173,105,2.5,NA,rebrote,NA,t,JUVENIL,17,sapling_large,juvenile,size90,SJ2
25715,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,80,60,50,1.3,NA,semilla,NA,f,JUVENIL,17,seedling_large,juvenile,size90,SJ2
25710,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,800,NA,NA,20,NA,semilla,NA,f,ADULTO,165,tree_medium,adult,size1000,SJ2
25694,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,800,NA,NA,20,NA,semilla,NA,f,ADULTO,165,tree_medium,adult,size1000,SJ2
25713,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,850,NA,NA,23,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ2
25721,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,850,NA,NA,25,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ2
25698,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,90,104,53,2.5,NA,semilla,NA,f,JUVENIL,19,sapling_large,juvenile,size90,SJ2
25697,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,900,NA,NA,30,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25724,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,900,NA,NA,28,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25726,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,900,NA,NA,28,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25727,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,900,NA,NA,28,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25725,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,900,NA,NA,28,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ2
25699,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,950,NA,NA,27,NA,semilla,NA,f,ADULTO,195,tree_large,adult,size1000,SJ2
25719,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,950,NA,NA,24,NA,semilla,NA,f,ADULTO,195,tree_large,adult,size1000,SJ2
25708,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,975,NA,NA,15,NA,semilla,NA,f,ADULTO,200,tree_medium,adult,size1000,SJ2
25709,1613,ROBLEDAL,ROBLEDAL,SANJUAN,A027,roble,975,NA,NA,15,NA,semilla,NA,f,ADULTO,200,tree_medium,adult,size1000,SJ2
25673,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1000,NA,NA,25,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25679,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1000,NA,NA,27,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
25680,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,102,90,40,3,NA,semilla,NA,f,ADULTO,22,sapling_large,juvenile,size120,SJ2
25681,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,105,110,80,1.8,5,semilla,NA,f,ADULTO,22,seedling_large,juvenile,size120,SJ2
25690,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,110,210,180,1.5,10,rebrote,NA,t,ADULTO,23,seedling_large,juvenile,size120,SJ2
25675,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1100,NA,NA,27,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
25669,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1200,NA,NA,51,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
25670,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1200,NA,NA,27,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
25671,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,1300,NA,NA,35,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
25662,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,143,136,110,12,NA,semilla,NA,f,ADULTO,30,tree_small,adult,size150,SJ2
25668,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,156,130,106,15,NA,semilla,NA,f,ADULTO,33,tree_medium,adult,size500,SJ2
25689,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,190,120,110,2.5,NA,semilla,NA,f,ADULTO,40,sapling_large,juvenile,size500,SJ2
25688,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,450,NA,NA,9.5,NA,semilla,NA,f,ADULTO,93,tree_small,adult,size500,SJ2
25691,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,50,184,137,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
25667,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,550,NA,NA,18,NA,semilla,NA,f,ADULTO,113,tree_medium,adult,size750,SJ2
25692,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,57,300,176,2,NA,rebrote,NA,t,JUVENIL,12,seedling_large,juvenile,size60,SJ2
25693,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,60,90,60,1,5,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
25665,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,700,NA,NA,22,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
25672,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,700,NA,NA,23,NA,semilla,NA,f,ADULTO,144,tree_large,adult,size750,SJ2
25674,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,700,NA,NA,18,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
25682,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,700,NA,NA,22,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
25663,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,750,NA,NA,21,NA,semilla,NA,f,ADULTO,154,tree_medium,adult,size750,SJ2
25660,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,800,NA,NA,23,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ2
25683,1604,ROBLEDAL,ROBLEDAL,SANJUAN,A028,roble,800,NA,NA,25,NA,semilla,NA,f,ADULTO,165,tree_large,adult,size1000,SJ2
