id,altitud,tipo,subtipo,localidad,nombre,especie,altura,eje_mayor,eje_menor,diametro_base,porcentaje_herbivoria,origen,edad,cesped,tipo_individuo,edad_interpolada,tree_class,tree_type,size_category,crop_code
26299,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,200,NA,NA,3,NA,rebrote,NA,f,ADULTO,42,sapling_large,juvenile,size500,SJ1
26296,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,250,NA,NA,4,NA,rebrote,NA,f,ADULTO,52,sapling_large,juvenile,size500,SJ1
26301,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,300,NA,NA,5,NA,rebrote,NA,f,ADULTO,62,sapling_large,juvenile,size500,SJ1
26306,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,300,NA,NA,6,NA,semilla,NA,f,ADULTO,62,sapling_large,juvenile,size500,SJ1
26298,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,350,NA,NA,9,NA,rebrote,NA,f,ADULTO,72,tree_small,adult,size500,SJ1
26300,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,350,NA,NA,8,NA,rebrote,NA,f,ADULTO,72,tree_small,adult,size500,SJ1
26305,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,350,NA,NA,6,NA,semilla,NA,f,ADULTO,72,sapling_large,juvenile,size500,SJ1
26271,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,450,NA,NA,11,NA,semilla,NA,f,ADULTO,93,tree_small,adult,size500,SJ1
26304,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,450,NA,NA,8,NA,semilla,NA,f,ADULTO,93,tree_small,adult,size500,SJ1
26289,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,60,140,70,0,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ1
26313,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,60,80,50,0,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ1
26270,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,600,NA,NA,14,NA,semilla,NA,f,ADULTO,124,tree_medium,adult,size750,SJ1
26273,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,650,NA,NA,17,NA,semilla,NA,f,ADULTO,134,tree_medium,adult,size750,SJ1
26274,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,750,NA,NA,20,NA,semilla,NA,f,ADULTO,154,tree_medium,adult,size750,SJ1
26288,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,80,130,120,0,NA,rebrote,NA,t,JUVENIL,17,seedling_large,juvenile,size90,SJ1
26275,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,800,NA,NA,19,NA,semilla,NA,f,ADULTO,165,tree_medium,adult,size1000,SJ1
26276,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,800,NA,NA,18,NA,semilla,NA,f,ADULTO,165,tree_medium,adult,size1000,SJ1
26290,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,850,NA,NA,17,NA,semilla,NA,f,ADULTO,175,tree_medium,adult,size1000,SJ1
26292,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,900,NA,NA,19,NA,semilla,NA,f,ADULTO,185,tree_medium,adult,size1000,SJ1
26309,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,900,NA,NA,16,NA,semilla,NA,f,ADULTO,185,tree_medium,adult,size1000,SJ1
26308,1507,ROBLEDAL,ROBLEDAL,SANJUAN,A034,roble,950,NA,NA,19,NA,semilla,NA,f,ADULTO,195,tree_medium,adult,size1000,SJ1
26251,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,100,NA,NA,1,NA,rebrote,NA,f,ADULTO,21,seedling_large,juvenile,size120,SJ1
26219,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,100,90,80,0,NA,rebrote,NA,t,ADULTO,21,seedling_large,juvenile,size120,SJ1
26253,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1000,NA,NA,23,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ1
26257,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,110,NA,NA,1,NA,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ1
26226,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1100,NA,NA,28,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ1
26242,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1100,NA,NA,36,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ1
26244,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1100,NA,NA,32,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ1
26250,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,120,NA,NA,1,NA,rebrote,NA,f,ADULTO,25,seedling_large,juvenile,size120,SJ1
26256,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,120,NA,NA,2,NA,rebrote,NA,f,ADULTO,25,seedling_large,juvenile,size120,SJ1
26266,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,120,220,180,0,NA,rebrote,NA,t,ADULTO,25,seedling_large,juvenile,size120,SJ1
26231,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1300,NA,NA,32,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ1
26227,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1300,NA,NA,32,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ1
26230,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1300,NA,NA,28,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ1
26235,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,140,NA,NA,1,NA,rebrote,NA,f,ADULTO,29,sapling_small,juvenile,size150,SJ1
26249,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,140,NA,NA,2,NA,rebrote,NA,f,ADULTO,29,sapling_small,juvenile,size150,SJ1
26229,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1400,NA,NA,29,NA,semilla,NA,f,ADULTO,287,tree_large,adult,size1500,SJ1
26232,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,150,NA,NA,1,NA,rebrote,NA,f,ADULTO,31,sapling_small,juvenile,size150,SJ1
26236,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,150,NA,NA,1,NA,rebrote,NA,f,ADULTO,31,sapling_small,juvenile,size150,SJ1
26233,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,155,NA,NA,1,NA,rebrote,NA,f,ADULTO,32,sapling_small,juvenile,size500,SJ1
26228,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,158,NA,NA,2,NA,rebrote,NA,f,ADULTO,33,sapling_small,juvenile,size500,SJ1
26234,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,160,NA,NA,2,NA,rebrote,NA,f,ADULTO,33,sapling_small,juvenile,size500,SJ1
26221,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1600,NA,NA,28,NA,semilla,NA,f,ADULTO,328,tree_large,adult,size1750,SJ1
26237,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,165,NA,NA,2,NA,rebrote,NA,f,ADULTO,34,sapling_small,juvenile,size500,SJ1
26218,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,170,150,140,0,NA,rebrote,NA,f,ADULTO,35,sapling_small,juvenile,size500,SJ1
26220,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,1700,NA,NA,32,NA,semilla,NA,f,ADULTO,349,tree_large,adult,size1750,SJ1
26243,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,175,NA,NA,2,NA,rebrote,NA,f,ADULTO,36,sapling_small,juvenile,size500,SJ1
26238,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,195,NA,NA,4,NA,rebrote,NA,f,ADULTO,41,sapling_large,juvenile,size500,SJ1
26224,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,195,NA,NA,3,NA,rebrote,NA,f,ADULTO,41,sapling_large,juvenile,size500,SJ1
26239,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,210,NA,NA,4,NA,rebrote,NA,f,ADULTO,44,sapling_large,juvenile,size500,SJ1
26245,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,220,NA,NA,3,NA,rebrote,NA,f,ADULTO,46,sapling_large,juvenile,size500,SJ1
26240,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,250,NA,NA,4,NA,rebrote,NA,f,ADULTO,52,sapling_large,juvenile,size500,SJ1
26263,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,50,140,120,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ1
26262,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,70,100,90,0,NA,rebrote,NA,t,JUVENIL,15,seedling_large,juvenile,size90,SJ1
26264,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,70,500,400,0,NA,rebrote,NA,t,JUVENIL,15,seedling_large,juvenile,size90,SJ1
26254,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,700,NA,NA,18,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ1
26241,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,80,60,60,1,NA,rebrote,NA,f,JUVENIL,17,seedling_large,juvenile,size90,SJ1
26258,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,80,350,300,0,NA,rebrote,NA,t,JUVENIL,17,seedling_large,juvenile,size90,SJ1
26261,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,80,130,110,0,NA,rebrote,NA,t,JUVENIL,17,seedling_large,juvenile,size90,SJ1
26247,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,800,NA,NA,18,NA,semilla,NA,f,ADULTO,165,tree_medium,adult,size1000,SJ1
26225,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,85,80,70,1,NA,rebrote,NA,f,JUVENIL,18,seedling_large,juvenile,size90,SJ1
26252,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,850,NA,NA,19,NA,semilla,NA,f,ADULTO,175,tree_medium,adult,size1000,SJ1
26259,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,90,290,200,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ1
26260,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,90,350,180,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ1
26265,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,90,270,190,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ1
26267,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,90,130,110,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ1
26223,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,900,NA,NA,24,NA,semilla,NA,f,ADULTO,185,tree_large,adult,size1000,SJ1
26246,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,900,NA,NA,22,NA,semilla,NA,f,ADULTO,185,tree_medium,adult,size1000,SJ1
26248,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,900,NA,NA,19,NA,semilla,NA,f,ADULTO,185,tree_medium,adult,size1000,SJ1
26222,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,950,NA,NA,21,NA,semilla,NA,f,ADULTO,195,tree_medium,adult,size1000,SJ1
26255,1615,ROBLEDAL,ROBLEDAL,SANJUAN,A035,roble,950,NA,NA,19,NA,semilla,NA,f,ADULTO,195,tree_medium,adult,size1000,SJ1
26046,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1000,NA,NA,18,NA,semilla,NA,f,ADULTO,206,tree_medium,adult,size1000,SJ2
26030,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,110,90,80,0,NA,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ2
26043,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1100,NA,NA,22,NA,semilla,NA,f,ADULTO,226,tree_medium,adult,size1250,SJ2
26062,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1100,NA,NA,34,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
26036,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,120,NA,NA,3,NA,rebrote,NA,f,ADULTO,25,sapling_large,juvenile,size120,SJ2
26026,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,120,300,250,0,40,rebrote,NA,t,ADULTO,25,seedling_large,juvenile,size120,SJ2
26039,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1200,NA,NA,26,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
26056,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1200,NA,NA,32,NA,semilla,NA,f,ADULTO,247,tree_large,adult,size1250,SJ2
26044,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1200,NA,NA,20,NA,semilla,NA,f,ADULTO,247,tree_medium,adult,size1250,SJ2
26045,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1250,NA,NA,27,NA,semilla,NA,f,ADULTO,257,tree_large,adult,size1250,SJ2
26038,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1300,NA,NA,28,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
26047,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1300,NA,NA,21,NA,semilla,NA,f,ADULTO,267,tree_medium,adult,size1500,SJ2
26051,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1300,NA,NA,26,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
26053,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1300,NA,NA,25,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
26048,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1400,NA,NA,24,NA,semilla,NA,f,ADULTO,287,tree_large,adult,size1500,SJ2
26058,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1400,NA,NA,30,NA,semilla,NA,f,ADULTO,287,tree_large,adult,size1500,SJ2
26033,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,38,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26035,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,33,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26037,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,32,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26040,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,32,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26057,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,36,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26059,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1500,NA,NA,25,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26065,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,160,80,70,0,40,rebrote,NA,f,ADULTO,33,sapling_small,juvenile,size500,SJ2
26034,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1600,NA,NA,44,NA,semilla,NA,f,ADULTO,328,tree_large,adult,size1750,SJ2
26042,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1600,NA,NA,40,NA,semilla,NA,f,ADULTO,328,tree_large,adult,size1750,SJ2
26032,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,1700,NA,NA,40,NA,semilla,NA,f,ADULTO,349,tree_large,adult,size1750,SJ2
26049,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,20,NA,NA,0,NA,semilla,NA,f,JUVENIL,5,seedling_small,juvenile,size30,SJ2
26041,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,20,20,10,0,NA,rebrote,NA,f,JUVENIL,5,seedling_small,juvenile,size30,SJ2
26063,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,40,30,25,0,20,rebrote,NA,f,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26068,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,40,150,110,0,NA,rebrote,NA,t,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26069,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,40,170,130,0,10,rebrote,NA,t,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26074,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,40,80,60,0,NA,rebrote,NA,t,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26075,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,40,80,70,0,NA,rebrote,NA,t,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26064,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,50,50,40,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26070,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,50,250,150,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26076,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,50,190,150,0,20,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26066,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,50,40,30,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26024,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,54,30,20,1,NA,rebrote,NA,f,JUVENIL,12,seedling_large,juvenile,size60,SJ2
26050,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,60,40,30,0,30,rebrote,NA,f,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26067,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,60,70,50,0,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26073,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,60,90,80,0,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26025,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,70,110,60,0,NA,rebrote,NA,t,JUVENIL,15,seedling_large,juvenile,size90,SJ2
26027,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,70,200,150,0,NA,rebrote,NA,t,JUVENIL,15,seedling_large,juvenile,size90,SJ2
26061,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,700,NA,NA,17,NA,semilla,NA,f,ADULTO,144,tree_medium,adult,size750,SJ2
26071,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,80,120,90,0,NA,rebrote,NA,t,JUVENIL,17,seedling_large,juvenile,size90,SJ2
26077,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,80,110,90,0,10,rebrote,NA,t,JUVENIL,17,seedling_large,juvenile,size90,SJ2
26052,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,850,NA,NA,27,NA,semilla,NA,f,ADULTO,175,tree_large,adult,size1000,SJ2
26055,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,850,NA,NA,15,NA,semilla,NA,f,ADULTO,175,tree_medium,adult,size1000,SJ2
26060,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,850,NA,NA,14,NA,semilla,NA,f,ADULTO,175,tree_medium,adult,size1000,SJ2
26023,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,90,110,100,0,NA,rebrote,NA,f,JUVENIL,19,seedling_large,juvenile,size90,SJ2
26028,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,90,180,130,0,20,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ2
26029,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,90,140,110,0,NA,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ2
26072,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,90,180,140,0,20,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ2
26031,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,90,140,70,0,20,rebrote,NA,t,JUVENIL,19,seedling_large,juvenile,size90,SJ2
26054,1720,ROBLEDAL,ROBLEDAL,SANJUAN,A036,roble,900,NA,NA,14,NA,semilla,NA,f,ADULTO,185,tree_medium,adult,size1000,SJ2
26101,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1000,NA,NA,31,NA,semilla,NA,f,ADULTO,206,tree_large,adult,size1000,SJ2
26093,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1000,NA,NA,22,NA,semilla,NA,f,ADULTO,206,tree_medium,adult,size1000,SJ2
26104,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,110,100,70,2,NA,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ2
26106,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,110,85,80,1,30,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ2
26107,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,110,80,70,2,NA,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ2
26112,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,110,70,60,1,NA,rebrote,NA,f,ADULTO,23,seedling_large,juvenile,size120,SJ2
26118,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,110,130,80,0,NA,rebrote,NA,t,ADULTO,23,seedling_large,juvenile,size120,SJ2
26092,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1100,NA,NA,29,NA,semilla,NA,f,ADULTO,226,tree_large,adult,size1250,SJ2
26119,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,120,160,130,0,NA,rebrote,NA,t,ADULTO,25,seedling_large,juvenile,size120,SJ2
26103,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,130,150,120,2,NA,rebrote,NA,f,ADULTO,27,sapling_small,juvenile,size150,SJ2
26098,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1300,NA,NA,34,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
26082,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1300,NA,NA,33,NA,semilla,NA,f,ADULTO,267,tree_large,adult,size1500,SJ2
26095,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1350,NA,NA,24,NA,semilla,NA,f,ADULTO,277,tree_large,adult,size1500,SJ2
26099,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,150,100,80,1,NA,rebrote,NA,f,ADULTO,31,sapling_small,juvenile,size150,SJ2
26096,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1500,NA,NA,35,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26083,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1500,NA,NA,27,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26090,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1500,NA,NA,24,NA,semilla,NA,f,ADULTO,308,tree_large,adult,size1500,SJ2
26091,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,160,120,80,3,NA,rebrote,NA,f,ADULTO,33,sapling_large,juvenile,size500,SJ2
26080,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,1700,NA,NA,29,NA,semilla,NA,f,ADULTO,349,tree_large,adult,size1750,SJ2
26084,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,24,NA,NA,0,NA,semilla,8,f,JUVENIL,6,seedling_small,juvenile,size30,SJ2
26114,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,40,40,25,0,NA,semilla,NA,f,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26116,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,40,30,20,0,NA,rebrote,NA,f,JUVENIL,9,seedling_large,juvenile,size60,SJ2
26087,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,50,20,15,0,NA,semilla,NA,f,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26115,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,50,210,150,0,NA,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26120,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,50,95,80,0,10,rebrote,NA,t,JUVENIL,11,seedling_large,juvenile,size60,SJ2
26110,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,55,50,30,1,NA,rebrote,NA,f,JUVENIL,12,seedling_large,juvenile,size60,SJ2
26109,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,550,NA,NA,21,NA,semilla,NA,f,ADULTO,113,tree_medium,adult,size750,SJ2
26097,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,60,50,40,1,NA,rebrote,NA,f,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26105,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,60,40,30,1,NA,rebrote,NA,f,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26111,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,60,60,50,0,20,rebrote,NA,f,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26121,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,60,80,40,0,NA,rebrote,NA,t,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26102,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,60,30,20,1,50,rebrote,NA,f,JUVENIL,13,seedling_large,juvenile,size60,SJ2
26089,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,70,70,40,1,NA,rebrote,NA,f,JUVENIL,15,seedling_large,juvenile,size90,SJ2
26113,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,70,50,40,1,NA,rebrote,NA,f,JUVENIL,15,seedling_large,juvenile,size90,SJ2
26117,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,70,250,200,0,10,rebrote,NA,t,JUVENIL,15,seedling_large,juvenile,size90,SJ2
26094,1729,ROBLEDAL,ROBLEDAL,SANJUAN,A037,roble,70,60,40,1,NA,rebrote,NA,f,JUVENIL,15,seedling_large,juvenile,size90,SJ2
